customer_id,revenue,cumulative_revenue,cumulative_percent,customer_percentile
C0158,2359.58,7128886.25,98.82,85.75
C0114,2272.64,7131158.89,98.85,85.9
C0488,2226.58,7133385.47,98.88,86.04
C0209,2212.52,7135597.99,98.92,86.18
C0709,2211.62,7137809.61,98.95,86.32
C0057,2167.06,7139976.67,98.98,86.46
C0105,2165.23,7142141.9,99.01,86.6
C0244,2107.55,7144249.45,99.04,86.74
C0179,2064.11,7146313.57,99.06,86.88
C0594,2053.04,7148366.61,99.09,87.02
C0059,2032.79,7150399.39,99.12,87.17
C0585,2028.62,7152428.01,99.15,87.31
C0772,1977.6,7154405.61,99.18,87.45
C0380,1972.93,7156378.54,99.2,87.59
C0308,1972.07,7158350.61,99.23,87.73
C0536,1934.68,7160285.29,99.26,87.87
C0786,1835.6,7162120.89,99.28,88.01
C0101,1833.0,7163953.89,99.31,88.15
C0471,1823.67,7165777.56,99.33,88.29
C0087,1820.36,7167597.92,99.36,88.43
C0102,1810.85,7169408.77,99.38,88.58
C0118,1793.43,7171202.2,99.41,88.72
C0477,1715.76,7172917.96,99.43,88.86
C0454,1713.14,7174631.09,99.46,89.0
C0551,1704.22,7176335.32,99.48,89.14
C0372,1689.63,7178024.95,99.5,89.28
C0219,1659.08,7179684.03,99.53,89.42
C0644,1619.48,7181303.51,99.55,89.56
C0258,1604.09,7182907.59,99.57,89.7
C0195,1596.48,7184504.07,99.59,89.84
C0514,1578.99,7186083.07,99.62,89.99
C0354,1571.37,7187654.44,99.64,90.13
C0796,1565.82,7189220.26,99.66,90.27
C0217,1489.87,7190710.13,99.68,90.41
C0610,1485.14,7192195.27,99.7,90.55
C0504,1467.04,7193662.31,99.72,90.69
C0064,1443.69,7195106.0,99.74,90.83
C0436,1411.82,7196517.82,99.76,90.97
C0330,1401.44,7197919.26,99.78,91.11
C0799,1373.22,7199292.47,99.8,91.26
C0243,1358.85,7200651.33,99.82,91.4
C0579,1324.46,7201975.79,99.84,91.54
C0530,1316.62,7203292.4,99.85,91.68
C0545,1309.13,7204601.53,99.87,91.82
C0201,1272.81,7205874.34,99.89,91.96
C0517,1249.54,7207123.88,99.91,92.1
C0563,1244.04,7208367.92,99.92,92.24
C0737,1241.12,7209609.04,99.94,92.38
C0204,1226.99,7210836.03,99.96,92.52
C0697,1209.72,7212045.75,99.98,92.67
C0451,1202.93,7213248.68,99.99,92.81
C0260,1190.7,7214439.38,100.01,92.95
C0474,1188.96,7215628.34,100.02,93.09
C0034,1185.27,7216813.61,100.04,93.23
C0106,1185.27,7217998.88,100.06,93.37
C0602,1170.12,7219169.01,100.07,93.51
C0577,1169.96,7220338.97,100.09,93.65
C0800,1117.62,7221456.59,100.11,93.79
C0151,1082.69,7222539.28,100.12,93.94
C0065,1046.4,7223585.68,100.14,94.08
C0750,1030.19,7224615.87,100.15,94.22
C0311,1025.82,7225641.69,100.16,94.36
C0441,1003.57,7226645.26,100.18,94.5
C0593,1002.67,7227647.93,100.19,94.64
C0790,955.13,7228603.05,100.2,94.78
C0181,937.03,7229540.08,100.22,94.92
C0746,935.66,7230475.75,100.23,95.06
C0169,900.8,7231376.55,100.24,95.2
C0682,879.26,7232255.81,100.26,95.35
C0282,875.08,7233130.89,100.27,95.49
C0619,858.87,7233989.76,100.28,95.63
C0073,721.86,7234711.62,100.29,95.77
C0074,658.75,7235370.37,100.3,95.91
C0747,584.42,7235954.79,100.31,96.05
C0719,556.1,7236510.88,100.31,96.19
C0095,551.3,7237062.19,100.32,96.33
C0766,459.99,7237522.18,100.33,96.47
C0120,442.06,7237964.24,100.33,96.61
C0177,428.3,7238392.54,100.34,96.76
C0578,317.3,7238709.84,100.34,96.9
C0463,316.82,7239026.67,100.35,97.04
C0480,272.2,7239298.87,100.35,97.18
C0094,254.98,7239553.85,100.36,97.32
C0301,242.69,7239796.54,100.36,97.46
C0459,193.62,7239990.16,100.36,97.6
C0556,183.73,7240173.89,100.37,97.74
C0356,136.94,7240310.82,100.37,97.88
C0270,64.99,7240375.81,100.37,98.03
C0740,62.65,7240438.46,100.37,98.17
C0417,36.13,7240474.6,100.37,98.31
C0061,0.0,7240474.6,100.37,98.45
C0198,-270.0,7240204.6,100.37,98.59
C0309,-1024.71,7239179.89,100.35,98.73
C0468,-1346.23,7237833.66,100.33,98.87
C0512,-1365.07,7236468.59,100.31,99.01
C0129,-1710.55,7234758.04,100.29,99.15
C0518,-2200.3,7232557.74,100.26,99.29
C0770,-2726.51,7229831.23,100.22,99.44
C0779,-3292.97,7226538.27,100.18,99.58
C0236,-3437.29,7223100.98,100.13,99.72
C0359,-4092.64,7219008.34,100.07,99.86
C0155,-5171.61,7213836.73,100.0,100.0
