product_id,product_name,category,region,priority,price,user_id
620,Highlighter,Stationery,South,High,168,2288
621,Notebook,Stationery,Central,Low,439,4578
622,Mouse,Electronics,South,Low,67177,
623,Gloves,Clothing,Central,Medium,464,
624,Jeans,Clothing,West,Low,5356,6423
625,Frisbee,Sports,South,Low,3573,9799
626,Headphones,Electronics,South,Low,67348,7134
627,Camera,Electronics,North,Medium,53647,7701
628,Desk,Furniture,East,High,23089,5124
629,Mouse,Electronics,Central,Low,60702,8449
630,Table,Furniture,Central,Low,27902,4181
631,Speaker,Electronics,North,Low,27113,4223
632,Marker,Stationery,Central,Medium,439,1375
633,Bat,Sports,North,Low,6997,
634,Net,Sports,Central,Low,2831,6172
635,Folder,Stationery,North,Low,99,7897
636,Mouse,Electronics,North,Low,21368,8721
637,Jeans,Clothing,East,Medium,4101,3102
638,Speaker,Electronics,Central,Low,52174,5127
639,Headphones,Electronics,East,High,69224,7293
640,Cabinet,Furniture,South,Low,8782,9704
641,T-Shirt,Clothing,North,High,904,1708
642,Bench,Furniture,Central,High,22692,8565
643,Shoes,Clothing,North,Low,3104,2704
644,Charger,Electronics,South,High,58876,8202
645,Charger,Electronics,North,High,23347,4928
646,Scarf,Clothing,Central,Low,4279,2027
647,Bookshelf,Furniture,North,Low,16191,1627
648,Chair,Furniture,South,High,3994,7586
649,Bookshelf,Furniture,North,High,43353,7778
650,Notebook,Stationery,South,Low,255,2700
651,Monitor,Electronics,South,High,22540,6296
652,Speaker,Electronics,West,High,1496,
653,Speaker,Electronics,North,Medium,79130,9806
654,Laptop,Electronics,Central,Medium,61110,1125
655,Helmet,Sports,North,Low,8456,8503
656,Chair,Furniture,South,Medium,8735,2414
657,Football,Sports,East,Medium,1589,2661
658,Tablet,Electronics,East,Low,39960,6486
659,Desk,Furniture,North,Low,8949,4504
660,Yoga Mat,Sports,West,High,3604,2307
661,Laptop,Electronics,North,Medium,18899,8057
662,Monitor,Electronics,Central,High,59099,3197
663,Folder,Stationery,East,Low,205,8256
664,Stool,Furniture,Central,High,22862,5091
665,Keyboard,Electronics,Central,Low,31448,6845
666,Notebook,Stationery,South,High,416,
667,Chair,Furniture,North,High,22056,6520
668,Pen,Stationery,Central,Low,244,9698
669,Speaker,Electronics,South,High,54612,9500
670,Headphones,Electronics,South,Low,2986,8067
671,Monitor,Electronics,Central,Low,23014,5658
672,Shoes,Clothing,East,Low,426,4427
673,Highlighter,Stationery,Central,Low,45,7408
674,Pen,Stationery,North,Medium,284,
675,Pen,Stationery,South,Medium,379,9360
676,Eraser,Stationery,South,High,140,7700
677,Stool,Furniture,North,High,31687,4375
678,Keyboard,Electronics,South,Low,28577,6497
679,Highlighter,Stationery,North,High,47,3589
680,Net,Sports,East,Low,2503,1937
681,Cap,Clothing,North,Medium,2028,
682,Notebook,Stationery,East,High,76,6822
683,Ruler,Stationery,South,Low,413,7069
684,Stapler,Stationery,Central,Medium,456,3716
685,Scissors,Stationery,North,Low,109,7294
686,Marker,Stationery,West,Low,13,
687,Socks,Clothing,South,Low,4071,2897
688,Mouse,Electronics,Central,Medium,13485,8945
689,Jacket,Clothing,South,Low,697,2112
690,Glue,Stationery,West,Low,489,1938
691,Speaker,Electronics,South,Low,29494,7163
692,Laptop,Electronics,West,Medium,32622,9363
693,Marker,Stationery,North,Low,145,8551
694,Chair,Furniture,West,Medium,7918,6918
695,Phone,Electronics,West,Low,24789,9432
696,Mouse,Electronics,North,Medium,31882,3282
697,Stapler,Stationery,West,High,494,1684
698,Stapler,Stationery,South,Low,244,2342
699,Shoes,Clothing,North,Low,1350,5988
700,Highlighter,Stationery,South,High,215,
701,Desk,Furniture,East,High,16776,
702,Ruler,Stationery,West,Medium,118,4545
703,Stool,Furniture,South,Low,31422,6272
704,Keyboard,Electronics,South,Low,4208,3655
705,Desk,Furniture,South,Medium,18398,8783
706,Football,Sports,West,Low,4089,5487
707,Jacket,Clothing,South,High,1308,1932
708,Bookshelf,Furniture,West,Low,39877,7699
709,Highlighter,Stationery,South,High,499,7680
710,Laptop,Electronics,West,High,14845,5745
711,Camera,Electronics,South,High,56261,
712,Cap,Clothing,Central,Medium,3855,9690
713,Dumbbell,Sports,Central,High,3306,5150
714,Yoga Mat,Sports,South,High,4338,7750
715,Ruler,Stationery,East,Medium,47,1935
716,Skipping Rope,Sports,South,Medium,307,6571
717,Stool,Furniture,East,Medium,16763,2457
718,Wardrobe,Furniture,West,Low,10277,4809
719,Glue,Stationery,West,Medium,402,4646
720,Lamp,Furniture,North,Low,10412,7894
721,Mouse,Electronics,Central,Low,44720,6827
722,Scissors,Stationery,East,Low,256,3636
723,Socks,Clothing,North,High,2593,4342
724,Bench,Furniture,South,Low,21216,3677
725,Charger,Electronics,West,High,78375,
726,Charger,Electronics,Central,Low,74686,2147
727,Monitor,Electronics,North,Medium,1715,3859
728,Marker,Stationery,North,Low,52,4249
729,Stool,Furniture,East,Low,24367,7838
730,Cap,Clothing,East,Low,887,5350
731,Phone,Electronics,Central,Low,35665,6384
732,Ruler,Stationery,West,Low,319,1839
733,Cabinet,Furniture,West,Low,2589,2182
734,Jeans,Clothing,North,Medium,1767,8408
735,Shoes,Clothing,Central,Low,5635,8134
736,Desk,Furniture,South,High,15641,8492
737,Lamp,Furniture,Central,Low,36440,1935
738,Headphones,Electronics,North,Low,39316,8442
739,Helmet,Sports,South,Low,5247,5272
740,Sofa,Furniture,North,Low,23709,6073
741,Socks,Clothing,Central,Medium,655,6169
742,Camera,Electronics,North,Low,32178,5016
743,T-Shirt,Clothing,South,Low,4351,6944
744,Belt,Clothing,East,Medium,1070,7341
745,Scarf,Clothing,North,Low,5676,8366
746,Eraser,Stationery,West,Medium,200,6155
747,Bat,Sports,North,Medium,1589,5564
748,Desk,Furniture,Central,Low,32031,1575
749,Pen,Stationery,East,Low,53,2540
750,Laptop,Electronics,East,High,18900,2157
751,Stapler,Stationery,Central,Medium,218,3845
752,Sweater,Clothing,East,Low,2189,2916
753,Camera,Electronics,West,Low,25442,5730
754,Sweater,Clothing,South,Medium,1261,9045
755,Speaker,Electronics,East,High,4825,8687
756,Bench,Furniture,East,Low,49300,6596
757,Cabinet,Furniture,North,High,16685,1170
758,Highlighter,Stationery,North,High,497,4734
759,Folder,Stationery,East,Low,326,7197
760,Pen,Stationery,South,Low,356,5003
761,Monitor,Electronics,South,High,34389,6339
762,Sweater,Clothing,East,Low,4616,1898
763,Stapler,Stationery,East,High,81,9889
764,Speaker,Electronics,West,High,62832,4508
765,Glue,Stationery,South,Low,70,1425
766,Headphones,Electronics,East,Low,10068,1860
767,Stool,Furniture,West,Low,32737,6077
768,Skipping Rope,Sports,East,High,5254,6771
769,Ball,Sports,Central,Medium,8645,
770,Sweater,Clothing,North,High,5652,4414
771,Ruler,Stationery,East,High,347,3045
772,Bat,Sports,West,Medium,7233,
773,Cabinet,Furniture,North,Low,20570,6842
774,Headphones,Electronics,Central,High,29905,8101
775,Cabinet,Furniture,North,High,14720,6390
776,Racket,Sports,West,Medium,8347,
777,Bench,Furniture,West,High,38272,3688
778,Desk,Furniture,Central,High,8892,6926
779,Laptop,Electronics,South,Medium,67050,4524
780,Skipping Rope,Sports,South,Medium,2504,8180
781,Keyboard,Electronics,South,Medium,35166,4830
782,Shoes,Clothing,Central,Medium,643,1092
783,Stapler,Stationery,South,Medium,128,3874
784,Bench,Furniture,South,High,14738,2799
785,Gloves,Clothing,South,Low,3676,1861
786,T-Shirt,Clothing,West,High,770,7800
787,Table,Furniture,West,Low,15685,6505
788,Shoes,Clothing,South,Low,3559,8143
789,Folder,Stationery,South,Medium,238,4164
790,Dumbbell,Sports,North,Medium,3158,8206
791,Skipping Rope,Sports,West,High,7873,8730
792,Football,Sports,South,Medium,3966,
793,Jeans,Clothing,West,Low,3682,7421
794,Stool,Furniture,Central,Medium,4229,8811
795,Ruler,Stationery,West,High,327,1064
796,Table,Furniture,West,Medium,40167,4599
797,Stapler,Stationery,Central,Medium,343,2891
798,Desk,Furniture,Central,Low,32932,5500
799,Ruler,Stationery,North,Low,282,6326
800,Jeans,Clothing,East,Low,5194,5269
801,Tablet,Electronics,West,Low,71840,
802,Folder,Stationery,West,Low,363,2240
803,Bookshelf,Furniture,North,Medium,10713,4735
804,Desk,Furniture,West,Low,49565,2754
805,Wardrobe,Furniture,Central,High,7371,3434
806,Shoes,Clothing,North,Medium,3360,3940
807,Racket,Sports,East,Low,1066,1639
808,Tablet,Electronics,South,Low,22437,4235
809,Dumbbell,Sports,South,Low,7268,7701
810,Eraser,Stationery,South,Low,22,3868
811,Sofa,Furniture,South,Medium,42527,1965
812,Belt,Clothing,Central,Medium,474,9967
813,Bat,Sports,West,Low,527,6521
814,Belt,Clothing,South,High,4794,9138
815,Cabinet,Furniture,South,Medium,1801,9435
816,Tablet,Electronics,West,Medium,25979,7697
817,Eraser,Stationery,Central,High,324,7170
818,Lamp,Furniture,South,Medium,41778,6346
819,Ruler,Stationery,East,High,182,9946
820,Cap,Clothing,North,Low,580,2353
821,Yoga Mat,Sports,East,Medium,7150,1071
822,Charger,Electronics,South,Low,37459,8133
823,Cap,Clothing,North,Medium,5514,1584
824,Cap,Clothing,South,Low,2314,7070
825,Wardrobe,Furniture,Central,High,29467,5548
826,Socks,Clothing,West,Medium,5912,2943
827,Monitor,Electronics,East,Low,72103,3148
828,Scissors,Stationery,South,Low,269,
829,T-Shirt,Clothing,North,Low,481,8684
830,Camera,Electronics,East,High,25488,2967
831,Wardrobe,Furniture,East,Low,12234,4655
832,Shoes,Clothing,East,Low,699,5946
833,Keyboard,Electronics,Central,Medium,59336,7821
834,Socks,Clothing,North,Medium,2100,8878
835,Helmet,Sports,East,Low,2111,7637
836,Sofa,Furniture,West,Low,19053,2620
837,Skipping Rope,Sports,Central,Low,5766,7024
838,Jeans,Clothing,South,Low,2515,7308
839,Football,Sports,South,Low,619,8508
840,Camera,Electronics,West,Medium,74996,6936
841,Shoes,Clothing,Central,High,5646,6903
842,Bench,Furniture,South,Low,48014,2054
843,T-Shirt,Clothing,South,Medium,1885,2935
844,Chair,Furniture,East,High,14159,1029
845,Notebook,Stationery,West,Low,153,1144
846,Yoga Mat,Sports,East,High,8878,1214
847,Helmet,Sports,South,High,3822,2992
848,Highlighter,Stationery,Central,High,355,7636
849,Phone,Electronics,Central,High,56834,5430
850,Racket,Sports,West,Low,511,1892
851,Gloves,Clothing,Central,Medium,1519,6987
852,Racket,Sports,East,High,6213,3321
853,Sofa,Furniture,South,Low,40070,3044
854,Lamp,Furniture,Central,Medium,7795,7761
855,Belt,Clothing,North,Medium,2134,4878
856,Headphones,Electronics,East,Low,13335,7349
857,Socks,Clothing,West,Medium,2021,1801
858,Belt,Clothing,South,High,5148,4247
859,Camera,Electronics,North,Medium,12845,2291
860,Cap,Clothing,North,Medium,3861,3534
861,Lamp,Furniture,West,Low,8457,8026
862,Bench,Furniture,North,Low,49663,3565
863,Camera,Electronics,Central,Low,7461,4133
864,Yoga Mat,Sports,South,Low,3582,8436
865,Headphones,Electronics,West,Low,30393,2654
866,Cabinet,Furniture,North,Medium,20353,6488
867,Lamp,Furniture,East,Low,27763,8056
868,Monitor,Electronics,North,Low,72373,5311
869,Keyboard,Electronics,Central,Medium,34360,9120
870,Skipping Rope,Sports,East,Low,7908,2099
871,Sweater,Clothing,South,Medium,406,1740
872,Phone,Electronics,East,Low,30166,5395
873,Stapler,Stationery,East,Low,433,8172
874,Jacket,Clothing,North,Low,4655,4853
875,Lamp,Furniture,North,Low,26442,4620
876,Monitor,Electronics,North,High,12237,6215
877,Frisbee,Sports,West,High,8885,9499
878,Stool,Furniture,East,Low,24747,4646
879,Net,Sports,Central,Low,516,4038
880,Speaker,Electronics,East,Low,59641,9476
881,Shoes,Clothing,Central,Medium,4656,7586
882,Camera,Electronics,West,Low,29107,6864
883,Eraser,Stationery,East,Low,194,4397
884,Cabinet,Furniture,East,Medium,46949,
885,Bat,Sports,East,Low,680,9597
886,Marker,Stationery,East,Low,65,4047
887,Jeans,Clothing,East,Low,4191,
888,Table,Furniture,West,High,30286,3545
889,Stapler,Stationery,South,Medium,190,5020
890,Notebook,Stationery,South,High,228,3495
891,Ruler,Stationery,North,Low,149,7512
892,Net,Sports,North,Low,3194,1181
893,Pen,Stationery,East,Low,357,
894,Bookshelf,Furniture,North,Medium,39033,5813
895,Headphones,Electronics,South,Low,78007,6275
896,Laptop,Electronics,Central,Low,12997,3004
897,Bookshelf,Furniture,West,Low,28792,1252
898,Chair,Furniture,East,High,17253,7920
899,Table,Furniture,Central,Low,43028,
900,Net,Sports,East,Low,8000,1223
901,Keyboard,Electronics,West,Low,24162,8692
902,Yoga Mat,Sports,South,Medium,1863,8215
903,Camera,Electronics,West,High,1480,
904,Monitor,Electronics,East,Low,54984,5739
905,Ruler,Stationery,East,High,96,9648
906,Jeans,Clothing,East,Low,4632,7349
907,Glue,Stationery,Central,Medium,298,2383
908,Dumbbell,Sports,North,Low,8866,3253
909,Pen,Stationery,East,Low,21,6912
910,Cabinet,Furniture,North,Low,44916,9708
911,Socks,Clothing,West,Low,1611,8491
912,Table,Furniture,North,Low,15898,6255
913,T-Shirt,Clothing,West,Medium,1818,2105
914,Sofa,Furniture,East,High,34383,3812
915,Dumbbell,Sports,East,Medium,2345,2823
916,Lamp,Furniture,East,Low,14680,4640
917,Socks,Clothing,Central,Low,3182,3689
918,Phone,Electronics,North,Medium,5550,9391
919,Lamp,Furniture,North,Low,35625,
920,Helmet,Sports,West,Low,7587,3989
921,Table,Furniture,East,Medium,10130,2082
922,Laptop,Electronics,Central,Medium,7831,5793
923,Folder,Stationery,North,High,235,5602
924,Bat,Sports,North,Medium,3879,8930
925,Frisbee,Sports,South,Low,7752,8470
926,Bookshelf,Furniture,East,Low,34955,6007
927,T-Shirt,Clothing,South,Low,3802,7032
928,Belt,Clothing,East,Medium,417,6848
929,Shoes,Clothing,South,Low,5590,3560
930,Racket,Sports,West,High,7880,4434
931,Bookshelf,Furniture,East,Medium,7683,6711
932,Mouse,Electronics,East,Low,77044,6172
933,T-Shirt,Clothing,East,Low,1329,3055
934,Lamp,Furniture,North,Medium,45943,8652
935,Sweater,Clothing,South,High,1479,9348
936,Table,Furniture,South,Medium,29943,3439
937,Monitor,Electronics,Central,High,22335,9809
938,Stool,Furniture,Central,Low,7996,
939,Stool,Furniture,North,High,43838,9813
940,Shoes,Clothing,East,Medium,5070,3817
941,Glue,Stationery,North,Low,43,3582
942,Stapler,Stationery,East,Medium,385,1981
943,Bat,Sports,South,Low,1527,2413
944,Eraser,Stationery,South,Low,163,4656
945,Marker,Stationery,West,Low,124,2875
946,Pen,Stationery,West,Medium,409,
947,Bookshelf,Furniture,East,Low,26942,9740
948,Shoes,Clothing,East,Low,5268,9390
949,Sweater,Clothing,Central,Medium,4099,7657
950,Shoes,Clothing,North,Medium,3979,5015
951,Football,Sports,North,Low,6194,8059
952,Laptop,Electronics,East,Medium,21884,8700
953,Lamp,Furniture,West,Medium,49231,3338
954,T-Shirt,Clothing,East,Low,3817,9517
955,Helmet,Sports,East,Low,945,5701
956,Camera,Electronics,East,Medium,22483,2116
957,Notebook,Stationery,East,Medium,325,9213
958,Jeans,Clothing,North,Medium,2658,8273
959,Jeans,Clothing,West,High,3313,6271
960,Sweater,Clothing,West,Medium,4756,2794
961,Bat,Sports,West,Low,3476,7385
962,Net,Sports,East,Low,8657,3435
963,Marker,Stationery,North,Medium,223,8280
964,Highlighter,Stationery,West,Medium,42,2788
965,Cap,Clothing,Central,Medium,358,6965
966,Stool,Furniture,North,Low,11403,2335
967,Speaker,Electronics,South,Medium,10437,7829
968,Cap,Clothing,Central,Low,584,2598
969,Yoga Mat,Sports,East,Medium,1982,2048
970,Helmet,Sports,Central,High,4701,5741
971,Bench,Furniture,West,Low,31409,5900
972,Net,Sports,Central,Low,8610,4749
973,Pen,Stationery,East,Medium,267,6047
974,Marker,Stationery,West,High,272,4949
975,Scarf,Clothing,East,High,5212,3210
976,Racket,Sports,Central,Low,4366,3874
977,Folder,Stationery,Central,High,214,2572
978,Pen,Stationery,South,Low,342,7874
979,Headphones,Electronics,West,Low,56883,5682
980,Gloves,Clothing,West,Medium,1739,3307
981,Dumbbell,Sports,Central,Low,1486,2246
982,Racket,Sports,East,High,4535,8523
983,Socks,Clothing,East,Medium,1706,3896
984,Chair,Furniture,South,High,36240,6514
985,Speaker,Electronics,South,Low,73407,6391
986,Folder,Stationery,North,Low,212,8135
987,Cabinet,Furniture,West,Low,42874,1006
988,Headphones,Electronics,West,Low,4383,8569
989,Gloves,Clothing,Central,Low,3873,1958
990,Highlighter,Stationery,North,High,73,1344
991,Skipping Rope,Sports,Central,Low,6680,9843
992,Cap,Clothing,East,Low,1767,6502
993,Yoga Mat,Sports,South,High,5493,
994,Dumbbell,Sports,Central,Low,5610,5263
995,Scissors,Stationery,Central,Low,246,6205
996,Charger,Electronics,South,High,33735,3091
997,Sofa,Furniture,South,Low,23411,6460
998,Scarf,Clothing,North,Medium,1620,1948
999,Stool,Furniture,North,Low,3523,
1000,Sweater,Clothing,Central,High,3588,3265
1001,Charger,Electronics,West,Low,41155,7811
1002,T-Shirt,Clothing,Central,Low,505,8064
1003,Bookshelf,Furniture,East,High,3258,1908
1004,Scarf,Clothing,West,High,1008,6170
1005,Keyboard,Electronics,East,Low,9782,9634
1006,Jeans,Clothing,West,Low,5595,8081
1007,Frisbee,Sports,North,Low,7844,5983
1008,Charger,Electronics,West,Medium,37448,1045
1009,Shoes,Clothing,East,Medium,3303,1860
1010,Folder,Stationery,Central,Low,432,1477
1011,Scarf,Clothing,Central,Medium,4953,8831
1012,Ruler,Stationery,North,Medium,494,3421
1013,Notebook,Stationery,South,Low,341,5301
1014,Cabinet,Furniture,South,Medium,48554,6332
1015,Frisbee,Sports,South,High,1804,9454
1016,Socks,Clothing,South,High,1633,5733
1017,Notebook,Stationery,Central,Low,262,
1018,Monitor,Electronics,North,Low,73003,2052
1019,Glue,Stationery,North,Low,78,9876
1020,Charger,Electronics,North,High,61435,3345
1021,Jeans,Clothing,South,High,1460,4753
1022,Laptop,Electronics,East,Low,25046,9546
1023,Stapler,Stationery,South,Low,359,3380
1024,Skipping Rope,Sports,East,High,3155,7094
1025,Bookshelf,Furniture,North,Medium,9486,6017
1026,Camera,Electronics,East,Low,38139,8646
1027,Racket,Sports,West,Low,5868,3946
1028,Bookshelf,Furniture,North,High,1939,7573
1029,Monitor,Electronics,South,Low,8107,7704
1030,Jeans,Clothing,North,Low,1847,8137
1031,Eraser,Stationery,Central,Low,445,7308
1032,Camera,Electronics,West,Low,16569,6330
1033,Cap,Clothing,South,High,5430,5975
1034,Gloves,Clothing,North,High,3883,
1035,Sweater,Clothing,East,Low,3436,9224
1036,Wardrobe,Furniture,West,Low,1901,7264
1037,Scissors,Stationery,North,Medium,380,7428
1038,Lamp,Furniture,West,Medium,20359,8669
1039,Highlighter,Stationery,West,Medium,328,5160
1040,Bat,Sports,West,Medium,559,9785
1041,Socks,Clothing,South,Low,365,7735
1042,Chair,Furniture,North,Medium,16002,4322
1043,Socks,Clothing,Central,Medium,5819,8099
1044,Scissors,Stationery,North,Low,167,8327
1045,Socks,Clothing,Central,Low,1607,9310
1046,Yoga Mat,Sports,East,Low,5317,8311
1047,Mouse,Electronics,Central,Medium,8237,1922
1048,Folder,Stationery,North,High,131,5893
1049,Belt,Clothing,West,Medium,548,3831
1050,Chair,Furniture,West,Low,36077,5946
1051,Pen,Stationery,South,Medium,345,3036
1052,Phone,Electronics,West,Low,54024,5574
1053,Eraser,Stationery,South,Low,249,8426
1054,Stapler,Stationery,Central,Medium,425,2067
1055,Lamp,Furniture,East,Medium,36396,2641
1056,Dumbbell,Sports,West,Low,5375,
1057,Sweater,Clothing,East,Low,2103,4611
1058,Marker,Stationery,East,Medium,254,7202
1059,Laptop,Electronics,Central,High,5103,7361
1060,Eraser,Stationery,South,Low,342,4430
1061,T-Shirt,Clothing,West,Medium,1986,1009
1062,Folder,Stationery,South,Medium,236,4375
1063,Ruler,Stationery,West,Medium,383,6091
1064,Socks,Clothing,North,Low,3054,4164
1065,Racket,Sports,South,Low,4826,3420
1066,Camera,Electronics,East,Medium,55395,8454
1067,Ruler,Stationery,East,Low,496,1215
1068,Table,Furniture,South,Low,14506,5308
1069,Notebook,Stationery,East,Low,272,5461
1070,Bookshelf,Furniture,East,Low,25566,9325
1071,Cabinet,Furniture,East,Low,30740,6998
1072,Football,Sports,North,Low,4445,8791
1073,Socks,Clothing,South,Low,2313,2615
1074,Bookshelf,Furniture,South,Low,47413,3142
1075,Skipping Rope,Sports,East,High,6268,4151
1076,Cabinet,Furniture,Central,High,13799,
1077,Notebook,Stationery,North,Low,70,9407
1078,Racket,Sports,North,Medium,2584,3073
1079,Marker,Stationery,Central,Medium,250,
1080,Socks,Clothing,West,Low,3016,
1081,Scarf,Clothing,South,Low,4317,2923
1082,Shoes,Clothing,Central,Medium,2960,2677
1083,Wardrobe,Furniture,East,Low,6623,9860
1084,Camera,Electronics,West,High,61871,6614
1085,Ruler,Stationery,North,Low,100,
1086,Highlighter,Stationery,West,Low,382,2350
1087,Bat,Sports,Central,Low,8780,8185
1088,Net,Sports,East,High,6875,5432
1089,Bat,Sports,East,Low,3545,4438
1090,Sofa,Furniture,North,High,45069,5417
1091,Stool,Furniture,West,Low,1714,1934
1092,Ball,Sports,West,High,842,3228
1093,Scarf,Clothing,South,Low,4396,3153
1094,Yoga Mat,Sports,East,Low,4069,6962
1095,Ball,Sports,Central,Medium,3150,4525
1096,Desk,Furniture,North,Low,22024,1771
1097,Jacket,Clothing,North,Low,4112,4456
1098,Cap,Clothing,South,Low,5781,8704
1099,Desk,Furniture,East,Medium,15195,2938
1100,Stool,Furniture,North,Low,23407,9453
1101,Football,Sports,South,High,929,1118
1102,Gloves,Clothing,West,Medium,1256,7903
1103,Keyboard,Electronics,South,Medium,48610,3415
1104,Cap,Clothing,East,Low,5189,1277
1105,Pen,Stationery,West,Low,99,7012
1106,Headphones,Electronics,Central,Low,7932,5684
1107,Socks,Clothing,North,High,2126,4949
1108,Cap,Clothing,West,Low,1156,6987
1109,Tablet,Electronics,Central,High,61392,1991
1110,Shoes,Clothing,North,Medium,3846,8757
1111,Racket,Sports,North,Medium,278,5089
1112,Ball,Sports,Central,Low,5763,6320
1113,Mouse,Electronics,Central,High,25026,9485
1114,Pen,Stationery,East,High,19,7724
1115,Racket,Sports,Central,Low,705,6276
1116,Helmet,Sports,South,High,8928,9442
1117,Folder,Stationery,Central,Medium,238,3556
1118,Folder,Stationery,West,Low,321,4151
1119,Jacket,Clothing,South,Medium,1620,5996
1120,Scarf,Clothing,West,Low,3190,7971
1121,Stapler,Stationery,Central,Low,115,5449
1122,Sofa,Furniture,East,High,31694,4389
1123,Sofa,Furniture,East,High,37109,8096
1124,Chair,Furniture,East,Low,8648,9181
1125,Highlighter,Stationery,South,High,432,6674
1126,Charger,Electronics,North,Medium,4194,5228
1127,Ball,Sports,Central,High,3307,9917
1128,Eraser,Stationery,North,High,166,2921
1129,Socks,Clothing,Central,Low,1025,6307
1130,Folder,Stationery,East,Medium,129,1710
1131,Charger,Electronics,West,Low,25671,6565
1132,Marker,Stationery,South,High,346,5837
1133,Bench,Furniture,North,Medium,3510,9418
1134,Skipping Rope,Sports,South,Medium,7021,8672
1135,Desk,Furniture,East,High,2709,3344
1136,Charger,Electronics,North,Medium,18085,2776
1137,Racket,Sports,West,Medium,4987,3192
1138,Jacket,Clothing,West,Low,1239,3220
1139,Dumbbell,Sports,Central,Low,6209,2439
1140,Dumbbell,Sports,Central,High,1701,9777
1141,Frisbee,Sports,North,Medium,1746,6379
1142,Scissors,Stationery,North,Medium,61,7905
1143,Glue,Stationery,North,Low,399,3047
1144,Glue,Stationery,East,Medium,483,8547
1145,Tablet,Electronics,East,Low,68472,6153
1146,Tablet,Electronics,Central,Low,47873,6939
1147,Cap,Clothing,South,High,2699,4196
1148,T-Shirt,Clothing,North,High,4532,9839
1149,Cabinet,Furniture,Central,Medium,10238,2686
1150,Stool,Furniture,Central,High,46890,
1151,Desk,Furniture,South,Low,17025,3501
1152,Belt,Clothing,South,Low,4521,7520
1153,Cap,Clothing,North,High,2101,5983
1154,Skipping Rope,Sports,North,Low,2219,8383
1155,Bench,Furniture,Central,High,36177,1118
1156,Belt,Clothing,Central,Low,2966,7518
1157,Highlighter,Stationery,North,Medium,33,8684
1158,Phone,Electronics,Central,Low,31702,8333
1159,Mouse,Electronics,Central,High,74423,6052
1160,Frisbee,Sports,Central,Low,3710,2233
1161,Jeans,Clothing,Central,Low,1233,4417
1162,Bookshelf,Furniture,South,Low,3033,5692
1163,Laptop,Electronics,Central,Low,74738,5912
1164,Racket,Sports,West,Low,4835,2597
1165,Gloves,Clothing,East,Low,4352,9001
1166,Bookshelf,Furniture,East,Low,41553,2822
1167,Notebook,Stationery,Central,Low,188,2840
1168,Glue,Stationery,East,High,82,1379
1169,Ball,Sports,West,Medium,5291,9222
1170,Laptop,Electronics,East,Low,54823,6427
1171,Ruler,Stationery,North,Low,283,6908
1172,Charger,Electronics,Central,High,51332,5206
1173,Tablet,Electronics,West,Low,39906,7016
1174,Charger,Electronics,North,Low,70551,2557
1175,Dumbbell,Sports,North,Medium,4324,3352
1176,Mouse,Electronics,West,Medium,24613,9724
1177,Ruler,Stationery,East,High,383,5110
1178,Gloves,Clothing,Central,Medium,1831,1403
1179,Football,Sports,Central,Low,7348,7689
1180,Gloves,Clothing,East,Low,223,9925
1181,Sofa,Furniture,East,Low,40325,3858
1182,Laptop,Electronics,Central,High,43140,
1183,Cap,Clothing,South,Low,1067,4429
1184,Headphones,Electronics,North,Low,14150,2852
1185,Scissors,Stationery,East,High,488,7591
1186,Jacket,Clothing,East,Low,3869,2663
1187,Mouse,Electronics,Central,High,14979,
1188,Table,Furniture,South,Low,45810,8743
1189,Sweater,Clothing,South,Medium,3667,8596
1190,Ruler,Stationery,North,High,469,6383
1191,Marker,Stationery,Central,Medium,388,8303
1192,Belt,Clothing,West,Low,5542,3343
1193,Bookshelf,Furniture,East,High,23199,
1194,Pen,Stationery,West,Low,246,8678
1195,Keyboard,Electronics,North,Medium,69529,1442
1196,Racket,Sports,South,Medium,5787,4431
1197,Highlighter,Stationery,South,Medium,144,1065
1198,Table,Furniture,Central,Low,45148,2786
1199,Keyboard,Electronics,Central,High,58661,1271
1200,Skipping Rope,Sports,South,Medium,2733,8608
1201,Highlighter,Stationery,East,Medium,452,1324
1202,Glue,Stationery,East,Low,404,8238
1203,Speaker,Electronics,West,High,64057,2495
1204,Camera,Electronics,North,Low,70847,9456
1205,Cabinet,Furniture,South,Low,22795,9503
1206,Gloves,Clothing,Central,Low,4537,1130
1207,Monitor,Electronics,South,Low,43746,7412
1208,Tablet,Electronics,West,Medium,66784,9128
1209,Lamp,Furniture,Central,Low,14770,7773
1210,Stool,Furniture,South,Low,23704,4762
1211,Gloves,Clothing,West,Low,995,9870
1212,Mouse,Electronics,North,High,12675,1525
1213,Desk,Furniture,South,High,42079,7894
1214,Shoes,Clothing,East,Low,5459,8491
1215,Stool,Furniture,East,High,32065,
1216,Marker,Stationery,Central,Low,164,7002
1217,Speaker,Electronics,South,Low,30334,3146
1218,Monitor,Electronics,West,Low,72267,7261
1219,Stool,Furniture,North,High,46434,6312
1220,Cabinet,Furniture,East,Low,22738,9277
1221,Highlighter,Stationery,West,Medium,342,8729
1222,Shoes,Clothing,West,High,1200,8430
1223,Ball,Sports,North,Low,3258,7192
1224,Ball,Sports,North,Low,5021,
1225,Monitor,Electronics,West,Low,27454,7249
1226,Marker,Stationery,East,Low,69,4828
1227,Scissors,Stationery,West,Low,417,3666
1228,Lamp,Furniture,South,Medium,43256,4436
