product_id,product_name,category,subcategory,cost_price
P0475,Edwards Essential Cushion,Home,Kitchen,786.54
P0476,Robinson Eco Novel,Books,Comics,570.19
P0477,Berry Smart Router,Electronics,Mobiles,718.14
P0478,White Portable Encyclopedia,Books,Academic,70.67
P0479,Reese Vintage Headphones,Electronics,Cameras,656.51
P0480,Conrad Classic Tablet,Electronics,Cameras,349.68
P0481,Lee Ultra Hoodie,Clothing,Women,681.18
P0482,Mclaughlin Pro Guidebook,Books,Academic,219.75
P0483,Young Modern Headphones,Electronics,Laptops,89.85
P0484,Allen Pro Monitor,Electronics,Laptops,253.28
P0485,Baker Smart Keyboard,Electronics,Cameras,363.18
P0486,Perez Premium Biography,Books,Academic,128.62
P0487,Conley Smart Blender,Home,Storage,669.23
P0488,Huff Portable Cookware Set,Home,Furniture,200.83
P0489,Kelly Classic Vase,Home,Bedding,542.72
P0490,Maxwell Deluxe Blender,Home,Furniture,684.12
P0491,Wilson Premium Shorts,Clothing,Men,643.71
P0492,Miller Classic T-Shirt,Clothing,Men,664.81
P0493,Sosa Deluxe Sneakers,Clothing,Women,299.68
P0494,Vasquez Ultra Tablet,Electronics,Cameras,734.19
P0495,Smith Smart Laptop,Electronics,Mobiles,722.29
P0496,Vincent Compact Biography,Books,Non-Fiction,100.65
P0497,Rubio Modern Textbook,Books,Fiction,348.23
P0498,Charles Deluxe Novel,Books,Comics,547.52
P0499,Watson Eco Sneakers,Clothing,Kids,222.16
P0500,Stewart Modern Novel,Books,Non-Fiction,496.48
