item_id,order_id,product_id,quantity,unit_price,discount_percent
I00691,O01871,P0497,5,454.46,25
I00692,O00430,P0063,1,571.05,20
I00693,O01536,P0380,3,692.17,15
I00694,O00186,P0098,5,261.15,10
I00695,O00230,P0245,4,449.79,0
I00696,O00861,P0004,4,1102.39,0
I00697,O00635,P0182,1,919.11,15
I00698,O00616,P0485,2,620.56,0
I00699,O00799,P0334,4,187.04,0
I00700,O01495,P0488,3,357.18,0
I00701,O00364,P0073,5,215.81,0
I00702,O00288,P0066,4,502.93,0
I00703,O00430,P0032,3,1205.69,10
I00704,O00323,P0317,4,1095.84,0
I00705,O01977,P0090,2,173.76,0
I00706,O00225,P0187,2,847.69,0
I00707,O00827,P0255,3,487.65,10
I00708,O01605,P0319,1,14.33,10
I00709,O00071,P0015,2,738.97,15
I00710,O01562,P0024,5,337.89,25
I00711,O00031,P0087,3,296.21,5
I00712,O00136,P0048,1,249.8,20
I00713,O01754,P0238,5,804.99,20
I00714,O01658,P0069,1,132.5,10
I00715,O01850,P0244,3,1073.38,0
I00716,O00749,P0166,5,697.68,0
I00717,O01703,P0245,5,497.16,5
I00718,O00266,P0065,2,694.8,5
I00719,O00195,P0338,-4,838.81,10
I00720,O00512,P0455,2,658.73,10
I00721,O00617,P0095,3,840.61,20
I00722,O01059,P0343,5,993.38,10
I00723,O00672,P0390,4,937.13,10
I00724,O01509,P0339,1,410.81,15
I00725,O00406,P0324,2,149.51,0
I00726,O01711,P0074,2,1069.81,0
I00727,O01172,P0204,4,677.96,20
I00728,O01288,P0440,5,234.49,15
I00729,O00929,P0232,5,302.11,10
I00730,O01526,P0280,3,1162.79,25
I00731,O01828,P0474,2,424.78,10
I00732,O00999,P0175,5,600.95,20
I00733,O01754,P0340,3,789.32,25
I00734,O00749,P0135,4,140.25,0
I00735,O00194,P0494,2,1120.37,20
I00736,O01128,P0425,3,916.23,0
I00737,O00927,P0448,4,723.32,25
I00738,O01776,P0482,5,274.64,0
I00739,O01814,P0204,5,823.18,5
I00740,O00455,P0073,1,215.25,5
I00741,O01077,P0376,5,688.89,0
I00742,O01076,P0289,1,196.8,25
I00743,O01421,P0186,5,36.49,0
I00744,O01394,P0192,2,944.03,30
I00745,O01539,P0116,2,560.9,25
I00746,O00869,P0483,2,159.31,10
I00747,O01944,P0026,4,315.23,10
I00748,O01991,P0200,4,862.68,20
I00749,O01478,P0240,3,326.68,0
I00750,O01139,P0039,3,72.11,5
I00751,O01217,P0473,1,457.75,0
I00752,O00295,P0387,4,365.58,0
I00753,O02000,P0392,2,599.78,15
I00754,O00859,P0403,4,1025.97,30
I00755,O00718,P0100,1,86.17,5
I00756,O00288,P0494,4,1299.1,0
I00757,O01935,P0372,2,684.61,5
I00758,O00565,P0228,-3,178.55,0
I00759,O00638,P0327,5,232.49,0
I00760,O00965,P0396,2,250.01,20
I00761,O01109,P0153,5,63.84,20
I00762,O01545,P0079,3,183.33,10
I00763,O00782,P0487,3,1199.78,0
I00764,O01199,P0321,2,632.18,20
I00765,O01071,P0389,1,895.66,0
I00766,O01227,P0375,3,181.07,5
I00767,O01013,P0446,4,1262.48,15
I00768,O01772,P0030,3,528.92,10
I00769,O01041,P0464,3,801.56,15
I00770,O00731,P0342,1,799.73,0
I00771,O00995,P0052,2,1118.58,30
I00772,O00889,P0254,3,293.82,0
I00773,O01000,P0400,5,1008.62,30
I00774,O01243,P0429,5,16.01,15
I00775,O01210,P0022,1,137.37,30
I00776,O01565,P0049,2,250.44,10
I00777,O01851,P0298,5,501.23,15
I00778,O01525,P0418,1,1112.52,10
I00779,O01746,P0332,4,917.56,30
I00780,O01926,P0443,4,1195.11,15
I00781,O00443,P0343,5,1115.05,0
I00782,O00674,P0013,1,381.43,10
I00783,O00059,P0472,4,11.69,10
I00784,O00705,P0184,3,961.38,5
I00785,O00098,P0142,3,396.59,20
I00786,O00539,P0358,2,464.03,5
I00787,O01121,P0286,3,138.67,15
I00788,O01671,P0386,2,518.09,20
I00789,O00721,P0439,5,251.65,25
I00790,O01979,P0379,2,874.25,10
I00791,O01873,P0425,1,1000.73,15
I00792,O01310,P0161,2,244.32,15
I00793,O01449,P0104,4,539.19,10
I00794,O01835,P0173,3,321.71,0
I00795,O00033,P0492,1,865.0,5
I00796,O01037,P0298,5,433.32,10
I00797,O00365,P0388,4,144.44,30
I00798,O00192,P0357,1,440.75,30
I00799,O00829,P0469,3,633.55,0
I00800,O00725,P0367,4,655.78,0
I00801,O01731,P0472,3,11.56,30
I00802,O00664,P0292,2,91.94,20
I00803,O01123,P0423,2,891.16,10
I00804,O01707,P0014,2,354.43,5
I00805,O01327,P0449,2,88.12,0
I00806,O01976,P0007,1,86.32,30
I00807,O00849,P0248,5,881.65,25
I00808,O00382,P0291,5,1037.28,30
I00809,O01820,P0205,4,1230.14,10
I00810,O00746,P0362,3,272.25,15
I00811,O01896,P0190,2,88.12,10
I00812,O01963,P0277,-2,207.12,10
I00813,O01439,P0441,2,78.87,25
I00814,O01879,P0297,5,423.92,20
I00815,O01654,P0275,5,472.91,5
I00816,O01438,P0369,5,742.7,5
I00817,O01714,P0239,1,738.29,20
I00818,O01211,P0317,4,1106.27,0
I00819,O00046,P0489,5,975.52,20
I00820,O01835,P0287,3,896.09,20
I00821,O00131,P0445,3,765.01,0
I00822,O01167,P0489,3,885.35,0
I00823,O00883,P0366,2,984.89,15
I00824,O00635,P0111,5,834.49,10
I00825,O01636,P0170,5,686.73,15
I00826,O01396,P0074,5,1123.27,10
I00827,O01249,P0442,1,234.96,10
I00828,O99909,P0301,5,686.68,0
I00829,O00331,P0272,2,527.72,5
I00830,O00368,P0308,-2,1175.95,0
I00831,O01493,P0333,1,51.35,10
I00832,O00827,P0046,5,549.01,15
I00833,O01427,P0481,-4,1200.08,0
I00834,O00197,P0434,3,13.71,10
I00835,O01801,P0091,3,497.1,20
I00836,O00823,P0047,2,202.22,5
I00837,O01297,P0180,1,1313.85,10
I00838,O01073,P0232,3,277.8,0
I00839,O01141,P0451,1,914.42,10
I00840,O01974,P0049,5,256.47,0
I00841,O00628,P0003,1,530.47,30
I00842,O00143,P0289,2,163.42,5
I00843,O00373,P0326,5,1207.01,5
I00844,O01787,P0500,2,698.62,30
I00845,O01826,P0192,4,1125.61,0
I00846,O01678,P0260,4,245.88,0
I00847,O01101,P0319,1,12.59,10
I00848,O00715,P0479,2,902.61,30
I00849,O00205,P0266,4,949.96,5
I00850,O01256,P0309,3,946.22,20
I00851,O01704,P0476,-4,909.51,20
I00852,O01136,P0484,1,321.62,10
I00853,O00491,P0127,4,949.01,5
I00854,O00734,P0407,1,906.68,20
I00855,O01351,P0416,5,796.47,0
I00856,O01359,P0435,3,261.27,25
I00857,O01090,P0289,5,177.2,15
I00858,O00412,P0388,3,143.68,10
I00859,O00406,P0070,3,655.69,15
I00860,O00169,P0207,4,527.93,0
I00861,O01150,P0252,4,575.32,30
I00862,O01611,P0200,3,685.72,0
I00863,O00386,P0271,1,794.63,10
I00864,O01844,P0457,5,1003.31,25
I00865,O01514,P0089,1,1198.59,25
I00866,O00621,P0015,4,523.68,5
I00867,O00108,P0181,4,1214.19,25
I00868,O01042,P0269,3,1134.33,0
I00869,O00937,P0467,2,1043.28,5
I00870,O01463,P0365,2,340.19,20
I00871,O01256,P0106,1,581.18,0
I00872,O01844,P0473,1,398.8,10
I00873,O01351,P0003,3,662.13,0
I00874,O00762,P0200,4,840.56,0
I00875,O00505,P0080,5,75.12,10
I00876,O01394,P0452,5,1297.32,10
I00877,O01339,P0105,3,1220.45,15
I00878,O01687,P0354,4,245.57,15
I00879,O00389,P0143,4,1252.17,10
I00880,O01419,P0308,4,852.34,0
I00881,O00264,P0357,2,587.51,0
I00882,O00326,P0327,4,232.17,0
I00883,O00343,P0094,3,1050.45,15
I00884,O00584,P0146,5,369.82,10
I00885,O00809,P0056,2,699.56,0
I00886,O00412,P0285,2,575.78,25
I00887,O00224,P0019,1,804.48,5
I00888,O00378,P0020,1,1343.16,0
I00889,O00760,P0124,4,25.62,0
I00890,O00085,P0227,5,334.44,5
I00891,O00652,P0394,1,309.28,30
I00892,O00700,P0008,3,565.76,0
I00893,O01847,P0180,1,1083.44,15
I00894,O00598,P0195,5,657.74,0
I00895,O00399,P0116,3,430.84,20
I00896,O00143,P0013,2,416.35,30
I00897,O00330,P0271,2,642.1,25
I00898,O00229,P0494,1,1020.91,15
I00899,O01267,P0266,2,1110.77,10
I00900,O01847,P0190,1,75.96,5
I00901,O01153,P0004,1,1102.94,15
I00902,O01756,P0394,2,359.17,0
I00903,O00041,P0289,4,175.17,30
I00904,O01405,P0331,5,266.46,15
I00905,O00487,P0231,4,576.35,30
I00906,O01304,P0129,4,936.53,20
I00907,O00931,P0471,5,1352.31,10
I00908,O01305,P0115,2,629.18,15
I00909,O00754,P0132,1,431.69,15
I00910,O00088,P0413,4,639.19,15
I00911,O01745,P0364,-2,100.42,15
I00912,O00723,P0065,2,889.16,15
I00913,O00944,P0216,4,75.73,20
I00914,O00745,P0488,3,287.8,10
I00915,O01482,P0341,-5,638.73,5
I00916,O00392,P0126,5,168.25,5
I00917,O01351,P0486,5,221.76,10
I00918,O01767,P0461,4,140.29,10
I00919,O00805,P0330,2,1082.3,20
I00920,O00927,P0056,3,644.29,30
I00921,O00445,P0212,3,214.69,25
I00922,O00788,P0456,5,777.16,15
I00923,O00049,P0093,2,64.83,15
I00924,O00560,P0291,5,1261.91,0
I00925,O01602,P0329,2,201.17,0
I00926,O00504,P0211,2,29.84,20
I00927,O01564,P0162,5,345.74,25
I00928,O00073,P0377,1,912.1,0
I00929,O01885,P0044,1,35.26,10
I00930,O01908,P0437,3,755.77,5
I00931,O00437,P0381,3,242.32,0
I00932,O00647,P0186,5,37.7,20
I00933,O00359,P0244,3,1016.5,10
I00934,O00328,P0052,2,1155.38,0
I00935,O01865,P0213,5,505.16,15
I00936,O01288,P0082,4,457.92,10
I00937,O00511,P0354,1,347.91,0
I00938,O01548,P0466,1,440.27,0
I00939,O00777,P0451,4,835.4,0
I00940,O01410,P0393,3,183.07,20
I00941,O00917,P0300,1,895.78,20
I00942,O00705,P0485,3,582.2,0
I00943,O00363,P0454,2,159.77,30
I00944,O01878,P0154,2,25.62,0
I00945,O01370,P0479,2,1099.38,10
I00946,O01944,P0150,1,462.33,10
I00947,O01014,P0309,1,1309.88,30
I00948,O00347,P0457,3,1004.41,10
I00949,O01066,P0099,1,1050.83,20
I00950,O00107,P0164,2,966.9,10
I00951,O00887,P0135,3,166.48,0
I00952,O01556,P0140,4,665.11,0
I00953,O00268,P0171,5,500.18,0
I00954,O00620,P0377,4,893.21,5
I00955,O00796,P0464,1,879.33,10
I00956,O00752,P0357,5,504.28,15
I00957,O00272,P0209,3,1213.73,10
I00958,O00577,P0283,3,263.5,0
I00959,O01376,P0468,1,910.62,10
I00960,O00233,P0442,1,293.74,0
I00961,O00498,P0413,1,767.65,0
I00962,O01172,P0192,2,903.01,0
I00963,O01481,P0443,1,983.18,10
I00964,O00145,P0446,2,1288.59,30
I00965,O01985,P0321,4,760.1,10
I00966,O01255,P0403,1,1266.14,0
I00967,O01881,P0361,1,838.91,0
I00968,O00188,P0047,1,251.62,15
I00969,O00431,P0406,1,889.86,0
I00970,O01085,P0199,2,94.3,20
I00971,O01015,P0439,-4,267.55,0
I00972,O01385,P0241,5,721.85,0
I00973,O00013,P0227,1,281.37,0
I00974,O00295,P0499,5,292.95,30
I00975,O00254,P0499,1,291.83,5
I00976,O01549,P0096,2,1321.29,0
I00977,O01214,P0203,3,558.74,30
I00978,O00585,P0212,2,262.4,15
I00979,O01507,P0129,2,1127.95,25
I00980,O01983,P0004,3,1229.68,10
I00981,O00127,P0387,1,327.79,20
I00982,O00124,P0177,5,41.19,15
I00983,O01841,P0041,4,129.09,0
I00984,O00653,P0382,5,845.47,10
I00985,O01389,P0358,1,415.95,30
I00986,O00654,P0135,4,185.39,10
I00987,O00759,P0381,4,316.72,125
I00988,O01119,P0391,2,143.69,5
I00989,O01415,P0301,3,703.15,15
I00990,O00665,P0239,4,937.03,20
I00991,O00927,P0445,2,819.51,0
I00992,O00860,P0378,1,63.72,0
I00993,O01783,P0404,2,502.41,15
I00994,O01621,P0188,2,966.31,0
I00995,O00445,P0304,-1,1360.68,0
I00996,O00555,P0201,3,649.47,5
I00997,O00325,P0012,3,912.54,25
I00998,O00997,P0143,5,981.31,20
I00999,O01745,P0222,2,177.83,20
I01000,O00724,P0497,1,556.98,0
I01001,O00977,P0488,5,279.95,10
I01002,O01932,P0073,4,169.41,5
I01003,O01960,P0214,3,1013.44,0
I01004,O01401,P0174,5,45.47,15
I01005,O00266,P0314,5,654.93,10
I01006,O01653,P0175,2,583.35,10
I01007,O00130,P0290,1,458.34,20
I01008,O00429,P0190,3,90.07,5
I01009,O00641,P0466,4,517.16,10
I01010,O01626,P0285,3,473.48,5
I01011,O00660,P0462,5,252.59,5
I01012,O00486,P0363,2,577.03,20
I01013,O00040,P0289,3,169.95,25
I01014,O01537,P0451,2,735.27,30
I01015,O01006,P0165,4,727.39,30
I01016,O01963,P0462,3,343.28,0
I01017,O00396,P0231,3,473.24,0
I01018,O00121,P0187,4,838.48,5
I01019,O00671,P0439,-5,257.8,30
I01020,O01605,P0248,3,795.89,10
I01021,O01239,P0249,5,1059.89,5
I01022,O00386,P0422,5,598.18,30
I01023,O00125,P0462,-6,255.21,25
I01024,O00509,P0410,4,166.87,15
I01025,O00023,P0359,3,1305.18,10
I01026,O00052,P0105,1,889.96,15
I01027,O01589,P0041,-2,114.35,20
I01028,O00322,P0321,5,610.52,20
I01029,O01919,P0389,3,904.65,20
I01030,O01243,P0142,4,356.34,10
I01031,O00662,P0084,1,838.25,0
I01032,O01132,P0027,4,1041.33,10
I01033,O01476,P0073,4,175.48,25
I01034,O01324,P0014,-3,373.53,15
I01035,O01713,P0092,1,901.15,10
I01036,O01165,P0166,1,673.84,25
I01037,O01462,P0029,2,958.46,20
I01038,O00287,P0033,2,1353.01,0
I01039,O01462,P0268,2,731.96,0
I01040,O00732,P0387,3,357.98,0
I01041,O00143,P0212,4,245.33,15
I01042,O00853,P0280,4,982.78,0
I01043,O01668,P0281,2,1326.24,20
I01044,O01867,P0082,3,378.12,5
I01045,O01400,P0123,5,694.89,0
I01046,O01429,P0027,2,959.69,20
I01047,O01554,P0022,2,107.83,0
I01048,O01026,P0489,-3,934.72,10
I01049,O01373,P0199,4,112.0,0
I01050,O01009,P0262,1,921.16,15
I01051,O00410,P0282,5,669.75,0
I01052,O01007,P0107,1,379.24,10
I01053,O01806,P0360,3,633.45,25
I01054,O00814,P0461,2,161.12,0
I01055,O01286,P0275,5,410.33,10
I01056,O01047,P0137,4,353.07,0
I01057,O01245,P0428,3,143.67,10
I01058,O00534,P0101,4,1012.3,0
I01059,O00060,P0334,4,161.7,30
I01060,O01049,P0496,4,160.12,5
I01061,O00794,P0095,1,650.53,5
I01062,O01507,P0103,3,265.32,5
I01063,O00622,P0454,3,174.83,20
I01064,O00471,P0028,5,54.68,10
I01065,O00635,P0112,1,185.68,5
I01066,O00684,P0425,2,946.51,20
I01067,O01475,P0485,3,592.7,20
I01068,O00339,P0201,4,683.49,20
I01069,O01629,P0288,2,504.2,0
I01070,O00001,P0316,1,495.87,30
I01071,O01940,P0026,3,304.37,0
I01072,O01493,P0156,5,160.39,0
I01073,O00441,P0050,2,818.57,15
I01074,O00156,P0380,3,764.33,15
I01075,O01578,P0335,1,549.04,0
I01076,O00936,P0155,2,676.88,0
I01077,O01951,P0471,1,1230.14,20
I01078,O00177,P0090,2,119.2,20
I01079,O01424,P0446,5,1278.64,10
I01080,O01154,P0139,4,859.24,0
I01081,O00442,P0375,1,187.22,15
I01082,O00077,P0348,4,406.64,15
I01083,O00359,P0426,1,364.66,30
I01084,O00130,P0460,-3,157.45,10
I01085,O01643,P0369,3,784.08,0
I01086,O01786,P0344,2,416.94,5
I01087,O00004,P0354,1,299.05,30
I01088,O01145,P0428,4,186.44,5
I01089,O00097,P0367,3,798.22,10
I01090,O00935,P0046,4,681.11,25
I01091,O01847,P0084,3,769.15,25
I01092,O01506,P0277,3,188.54,15
I01093,O00763,P0090,4,152.69,10
I01094,O01668,P0393,4,207.76,25
I01095,O00885,P0209,1,1058.18,30
I01096,O00682,P0130,3,507.75,20
I01097,O01765,P0231,2,545.35,0
I01098,O01761,P0176,2,444.32,30
I01099,O01704,P0175,2,543.84,30
I01100,O01623,P0072,2,450.19,15
I01101,O01804,P0042,1,910.36,25
I01102,O00213,P0279,5,945.13,0
I01103,O01362,P0131,2,1061.11,5
I01104,O00686,P0351,4,892.92,0
I01105,O01633,P0167,3,868.32,25
I01106,O01346,P0480,4,502.48,5
I01107,O00836,P0296,1,968.38,5
I01108,O00319,P0328,2,484.26,0
I01109,O01034,P0458,1,956.62,20
I01110,O01424,P0074,3,1184.0,5
I01111,O01691,P0387,2,364.93,25
I01112,O01669,P0327,2,230.22,0
I01113,O00248,P0009,2,838.32,0
I01114,O00147,P0424,1,873.98,10
I01115,O00865,P0232,3,297.9,15
I01116,O00615,P0006,3,24.65,15
I01117,O00878,P0439,-5,312.49,30
I01118,O01260,P0471,5,1156.3,0
I01119,O00065,P0348,4,426.12,10
I01120,O01435,P0180,4,893.78,15
I01121,O00201,P0386,4,560.11,30
I01122,O01944,P0318,4,1165.81,0
I01123,O00999,P0195,1,622.78,20
I01124,O00170,P0130,2,447.72,0
I01125,O00691,P0233,2,361.35,30
I01126,O00635,P0241,5,641.81,20
I01127,O00195,P0111,1,819.42,0
I01128,O01600,P0304,1,1322.2,25
I01129,O00372,P0228,4,172.44,10
I01130,O01642,P0357,5,544.6,0
I01131,O01430,P0130,5,455.1,20
I01132,O00601,P0090,2,171.75,0
I01133,O00874,P0149,1,898.45,0
I01134,O00408,P0496,4,171.35,20
I01135,O01589,P0128,2,129.31,15
I01136,O00458,P0023,3,329.88,30
I01137,O01462,P0433,4,1188.39,0
I01138,O00271,P0052,5,892.37,30
I01139,O00751,P0013,4,353.53,0
I01140,O01421,P0363,3,561.97,25
I01141,O00069,P0055,3,205.88,15
I01142,O00138,P0286,-1,135.23,0
I01143,O01362,P0135,3,195.63,20
I01144,O00499,P0206,2,131.82,0
I01145,O01169,P0013,2,313.49,5
I01146,O01119,P0229,3,733.07,25
I01147,O01989,P0135,-2,168.45,30
I01148,O00082,P0212,2,221.49,5
I01149,O01530,P0076,4,746.64,0
I01150,O01615,P0191,1,868.57,0
I01151,O01200,P0269,5,1061.35,0
I01152,O00281,P0156,3,188.95,5
I01153,O00438,P0441,2,69.19,20
I01154,O00203,P0245,2,494.36,15
I01155,O01109,P0284,1,1185.22,0
I01156,O01045,P0342,2,599.72,0
I01157,O00149,P0245,5,501.27,0
I01158,O00847,P0127,3,1053.81,5
I01159,O00123,P0424,4,712.28,0
I01160,O00809,P0446,1,1027.93,5
I01161,O00766,P0344,4,500.36,20
I01162,O00461,P0311,2,755.59,20
I01163,O01044,P0315,4,1126.55,0
I01164,O00590,P0124,4,27.34,0
I01165,O00855,P0222,1,189.85,25
I01166,O01592,P0044,2,47.17,0
I01167,O00576,P0190,4,84.87,10
I01168,O01240,P0156,3,186.06,10
I01169,O01048,P0438,4,1120.71,15
I01170,O01410,P0388,5,162.0,25
I01171,O01228,P0473,5,449.16,0
I01172,O01417,P0241,4,737.31,10
I01173,O01294,P0273,1,677.11,10
I01174,O00556,P0323,3,735.17,30
I01175,O01899,P0263,3,174.16,5
I01176,O01992,P0290,3,338.12,5
I01177,O01385,P0423,4,1019.65,10
I01178,O01372,P0136,2,1090.55,30
I01179,O01643,P0456,3,1004.23,5
I01180,O01460,P0352,5,349.59,25
I01181,O00948,P0165,5,770.43,25
I01182,O01481,P0089,3,960.9,5
I01183,O01298,P0106,3,587.28,0
I01184,O01018,P0455,3,666.91,5
I01185,O00555,P0201,5,652.63,20
I01186,O00522,P0276,5,1108.35,0
I01187,O00772,P0130,5,373.92,15
I01188,O01663,P0002,3,849.65,20
I01189,O01128,P0233,5,445.6,10
I01190,O00408,P0262,3,855.18,0
I01191,O01003,P0219,5,473.75,0
I01192,O00642,P0244,1,1059.34,0
I01193,O01557,P0093,1,46.76,0
I01194,O00221,P0434,5,12.11,25
I01195,O00197,P0138,4,153.74,5
I01196,O01161,P0021,1,636.84,0
I01197,O01279,P0058,3,1061.04,10
I01198,O00452,P0221,5,45.72,30
I01199,O01901,P0293,5,66.65,10
I01200,O00048,P0431,5,785.53,30
I01201,O00352,P0163,4,585.84,5
I01202,O01955,P0278,2,565.87,0
I01203,O01995,P0293,3,66.38,20
I01204,O01732,P0064,4,299.3,5
I01205,O00340,P0124,2,25.87,5
I01206,O00490,P0144,3,623.91,15
I01207,O01740,P0297,4,569.72,20
I01208,O01736,P0110,1,414.42,15
I01209,O00308,P0365,4,358.35,30
I01210,O01109,P0385,3,914.27,5
I01211,O00895,P0452,5,1186.84,10
I01212,O01040,P0165,5,706.22,15
I01213,O00421,P0430,3,158.75,0
I01214,O01715,P0361,4,814.84,0
I01215,O00447,P0404,3,521.34,10
I01216,O01465,P0208,3,1032.19,5
I01217,O00962,P0195,1,794.39,30
I01218,O00133,P0125,4,1203.62,0
I01219,O00737,P0200,4,764.75,0
I01220,O00913,P0252,4,666.09,0
I01221,O00469,P0224,3,897.21,10
I01222,O00981,P0467,2,1411.98,0
I01223,O01321,P0113,5,1345.71,30
I01224,O01733,P0272,1,614.39,15
I01225,O00469,P0187,1,602.99,0
I01226,O01133,P0048,1,269.99,10
I01227,O00523,P0041,4,121.91,0
I01228,O00893,P0151,3,1002.03,0
I01229,O00342,P0118,5,785.97,0
I01230,O01272,P0119,1,1329.58,30
I01231,O01786,P0336,2,1010.63,10
I01232,O00867,P0281,2,1160.58,5
I01233,O00401,P0009,5,1158.86,0
I01234,O00552,P0035,2,1053.41,25
I01235,O01134,P0064,3,396.9,0
I01236,O00383,P0079,2,224.35,0
I01237,O01570,P0167,-3,907.59,25
I01238,O01034,P0417,1,677.43,15
I01239,O00961,P0070,2,580.45,0
I01240,O01709,P0124,3,30.1,30
I01241,O00504,P0401,0,628.33,0
I01242,O00509,P0364,2,73.58,30
I01243,O00773,P0387,2,309.75,0
I01244,O01637,P0148,4,706.64,15
I01245,O00828,P0282,5,823.1,20
I01246,O01065,P0493,3,476.02,30
I01247,O01535,P0296,4,1119.63,10
I01248,O00342,P0439,-4,279.56,20
I01249,O00424,P0065,1,878.11,30
I01250,O00237,P0189,5,1124.05,15
I01251,O00766,P0196,1,702.38,10
I01252,O00033,P0250,2,985.91,15
I01253,O00302,P0397,4,629.26,30
I01254,O00287,P0405,3,1028.21,15
I01255,O01845,P0126,2,162.59,20
I01256,O00956,P0130,4,437.7,10
I01257,O00268,P0452,-4,978.79,0
I01258,O01838,P0126,1,223.71,10
I01259,O00953,P0192,4,897.84,15
I01260,O00727,P0040,5,178.34,25
I01261,O01779,P0245,4,406.96,0
I01262,O00636,P0181,5,955.01,0
I01263,O00299,P0006,5,27.34,10
I01264,O00448,P0031,5,517.62,10
I01265,O00685,P0013,5,355.02,20
I01266,O00584,P0178,3,1150.05,0
I01267,O00253,P0411,4,157.26,20
I01268,O00075,P0222,-5,201.82,30
I01269,O01983,P0260,2,236.55,15
I01270,O00901,P0170,3,818.39,0
I01271,O00403,P0073,1,209.35,30
I01272,O00452,P0197,1,648.14,0
I01273,O00273,P0156,2,131.99,15
I01274,O01638,P0292,2,67.89,15
I01275,O01877,P0281,2,1206.6,0
I01276,O00077,P0034,3,701.59,20
I01277,O00960,P0403,2,981.62,20
I01278,O00942,P0059,3,643.63,30
I01279,O01743,P0373,4,665.12,10
I01280,O01822,P0296,3,1053.81,10
I01281,O01397,P0270,5,173.49,25
I01282,O01217,P0350,2,853.24,5
I01283,O00990,P0418,3,939.85,10
I01284,O01022,P0482,4,330.79,0
I01285,O01642,P0488,3,312.29,0
I01286,O00458,P0422,2,457.13,5
I01287,O01897,P0238,1,783.89,25
I01288,O01521,P0259,4,369.92,15
I01289,O00167,P0291,2,1103.04,0
I01290,O99910,P0320,1,761.13,10
I01291,O00893,P0475,4,1363.53,15
I01292,O00063,P0079,3,213.77,10
I01293,O00997,P0061,4,85.26,15
I01294,O00881,P0302,2,770.84,10
I01295,O00338,P0125,3,1187.74,0
I01296,O00772,P0307,1,726.11,0
I01297,O01511,P0043,1,655.89,0
I01298,O01837,P0277,1,213.4,0
I01299,O00364,P0027,1,727.0,0
I01300,O00752,P0150,3,508.76,30
I01301,O01829,P0045,3,931.16,10
I01302,O01194,P0052,1,840.64,0
I01303,O01890,P0315,2,764.0,0
I01304,O01005,P0460,1,184.16,10
I01305,O01714,P0304,5,1058.34,0
I01306,O00284,P0426,1,386.41,20
I01307,O00323,P0311,5,759.86,0
I01308,O01412,P0255,3,576.68,0
I01309,O01362,P0202,2,559.01,20
I01310,O01950,P0415,5,330.72,10
I01311,O01669,P0151,4,1241.51,15
I01312,O01627,P0414,3,111.11,10
I01313,O00305,P0108,2,44.33,0
I01314,O01793,P0041,1,99.39,0
I01315,O00259,P0056,2,759.67,0
I01316,O01409,P0145,3,1111.14,30
I01317,O00892,P0123,4,918.62,0
I01318,O01931,P0477,5,1139.39,30
I01319,O00430,P0155,4,928.31,0
I01320,O00393,P0187,3,634.95,0
I01321,O01748,P0026,3,216.4,15
I01322,O00950,P0096,4,1304.55,10
I01323,O00670,P0231,4,422.4,10
I01324,O01161,P0491,2,1126.04,0
I01325,O01955,P0446,3,1232.9,15
I01326,O00686,P0048,2,256.72,0
I01327,O01051,P0453,5,60.18,20
I01328,O00415,P0491,2,879.77,15
I01329,O01294,P0020,3,1313.65,10
I01330,O00691,P0410,1,174.24,0
I01331,O01986,P0248,5,861.04,5
I01332,O01394,P0109,5,891.52,10
I01333,O01083,P0272,5,522.69,30
I01334,O00891,P0475,1,1232.77,20
I01335,O01121,P0494,3,1197.8,25
I01336,O00583,P0387,3,372.56,0
I01337,O01977,P0209,1,1160.84,20
I01338,O01903,P0425,4,1249.15,30
I01339,O00646,P0293,5,54.04,5
I01340,O01826,P0231,1,448.51,5
I01341,O00521,P0343,4,1113.63,10
I01342,O00084,P0003,2,576.95,20
I01343,O00881,P0123,1,809.93,0
I01344,O01097,P0411,5,175.14,15
I01345,O01951,P0009,3,1032.57,30
I01346,O01189,P0340,2,772.26,25
I01347,O01597,P0339,1,488.78,5
I01348,O01149,P0474,3,543.25,0
I01349,O00030,P0280,4,1265.85,0
I01350,O01939,P0169,4,924.71,0
I01351,O01535,P0051,3,338.47,0
I01352,O00527,P0337,4,1072.17,0
I01353,O01494,P0464,2,863.78,10
I01354,O00592,P0050,3,1102.21,25
I01355,O00141,P0355,1,242.91,0
I01356,O01920,P0448,1,653.63,5
I01357,O01627,P0034,3,901.12,0
I01358,O00692,P0059,1,855.58,25
I01359,O01095,P0393,4,256.95,25
I01360,O01259,P0063,3,655.11,0
I01361,O00724,P0183,2,738.56,15
I01362,O01936,P0413,3,608.46,0
I01363,O01648,P0467,1,1372.77,0
I01364,O00329,P0084,5,695.44,25
I01365,O01894,P0100,3,94.99,0
I01366,O01624,P0175,4,610.91,0
I01367,O01663,P0414,4,95.26,5
I01368,O01306,P0086,4,794.61,30
I01369,O02000,P0383,2,584.75,20
I01370,O00794,P0286,3,138.67,10
I01371,O00075,P0102,4,1135.48,5
I01372,O00036,P0002,3,1057.03,10
I01373,O00016,P0213,3,655.7,20
I01374,O00197,P0044,5,37.22,25
I01375,O01215,P0288,2,537.09,20
I01376,O01130,P0254,3,337.76,0
I01377,O01611,P0320,3,862.26,5
I01378,O00872,P0160,3,629.85,0
I01379,O01924,P0440,3,210.75,0
I01380,O00778,P0357,2,479.47,10
I01381,O00153,P0175,5,610.11,10
