order_id,customer_id,order_date,status,region_code
O00424,C0716,2025-09-07 12:02:38,DELIVERED,NORTH
O00425,C0013,2026-03-10 20:21:16,DELIVERED,NORTH
O00426,C0334,2025-05-05 20:45:21,DELIVERED,EAST
O00427,C0192,2026-06-09 01:57:46,SHIPPED,EAST
O00428,C0483,2026-02-06 04:42:53,SHIPPED,SOUTH
O00429,C0511,2026-04-04 06:52:05,SHIPPED,EAST
O00430,NULL,2026-04-25 13:47:33,DELIVERED,WEST
O00431,C0185,2025-09-17 19:50:57,PLACED,CENTRAL
O00432,C0703,2025-08-05 12:47:34,DELIVERED,EAST
O00433,C0242,2026-07-06 22:02:09,DELIVERED,WEST
O00434,C0201,2025-09-16 15:21:43,DELIVERED,SOUTH
O00435,C0485,2026-06-29 21:22:24,PLACED,WEST
O00436,C0512,2025-09-28 10:44:01,RETURNED,CENTRAL
O00437,C0547,2026-04-14 14:47:28,DELIVERED,EAST
O00438,C0257,2026-01-02 12:40:58,DELIVERED,SOUTH
O00439,,2025-07-31 08:36:07,DELIVERED,WEST
O00440,C0645,2024-09-13 19:11:50,DELIVERED,EAST
O00441,C0267,2026-06-12 12:33:04,DELIVERED,CENTRAL
O00442,C0264,2025-05-11 07:14:23,PLACED,NORTH
O00443,NULL,2026-06-24 23:05:58,RETURNED,SOUTH
O00444,C0591,2025-09-21 07:27:02,DELIVERED,CENTRAL
O00445,C0179,2026-03-04 12:44:44,DELIVERED,CENTRAL
O00446,C0500,2026-04-10 13:41:26,CANCELLED,WEST
O00447,C0629,2025-12-15 06:35:35,DELIVERED,SOUTH
O00448,,2026-02-28 01:22:26,DELIVERED,CENTRAL
O00449,C0586,2025-12-29 04:45:18,DELIVERED,NORTH
O00450,C0082,2025-09-04 19:53:21,SHIPPED,EAST
O00451,C0325,2026-02-27 03:38:16,DELIVERED,CENTRAL
O00452,C0661,2026-04-15 18:57:19,SHIPPED,WEST
O00453,C0800,2026-05-02 03:52:42,RETURNED,CENTRAL
O00454,C0534,2026-01-03 17:59:20,DELIVERED,SOUTH
O00455,C0024,2025-05-21 02:54:46,DELIVERED,EAST
O00456,C0762,2025-12-27 05:56:14,DELIVERED,SOUTH
O00457,C0171,2026-05-16 02:21:59,PLACED,NORTH
O00458,C0485,2026-03-21 23:46:22,PLACED,WEST
O00459,C0537,2025-11-28 07:57:26,PLACED,CENTRAL
O00460,C0160,2025-10-28 17:50:16,DELIVERED,WEST
O00461,C0317,2026-02-18 12:52:34,SHIPPED,EAST
O00462,C0454,2026-06-02 15:36:41,PLACED,CENTRAL
O00463,C0175,2025-08-19 02:18:13,PLACED,EAST
O00464,C0334,2026-05-31 06:37:21,DELIVERED,CENTRAL
O00465,C0279,2026-05-12 12:30:38,PLACED,CENTRAL
O00466,C0182,2026-06-04 08:44:09,DELIVERED,CENTRAL
O00467,C0446,2026-04-24 15:29:58,DELIVERED,CENTRAL
O00468,C0318,2026-06-06 23:33:20,SHIPPED,CENTRAL
O00469,C0233,2025-11-07 18:42:14,DELIVERED,EAST
O00470,C0423,2026-01-23 21:34:37,SHIPPED,NORTH
O00471,C0001,2025-09-14 11:19:18,DELIVERED,SOUTH
O00472,C0353,2026-01-11 08:49:04,DELIVERED,NORTH
O00473,C0705,2026-03-29 01:08:07,RETURNED,WEST
O00474,C0307,2025-10-12 13:07:19,DELIVERED,EAST
O00475,C0612,2025-12-18 19:05:01,DELIVERED,CENTRAL
O00476,C0383,2025-07-10 11:13:04,DELIVERED,CENTRAL
O00477,C0448,2025-12-12 07:21:21,SHIPPED,WEST
O00478,C0388,2024-12-19 08:08:27,SHIPPED,WEST
O00479,C0641,2025-04-03 01:45:21,DELIVERED,CENTRAL
O00480,C0711,2025-12-14 18:37:12,SHIPPED,CENTRAL
O00481,C0276,2026-01-31 08:32:35,SHIPPED,NORTH
O00482,C0187,2025-04-30 02:51:23,SHIPPED,WEST
O00483,C0633,2026-06-04 23:01:26,SHIPPED,CENTRAL
O00484,C0504,2024-11-23 20:38:56,SHIPPED,SOUTH
O00485,C0051,2026-04-14 18:17:19,PLACED,NORTH
O00486,C0289,2025-10-13 02:09:39,PLACED,WEST
O00487,C0745,2024-07-07 08:56:07,SHIPPED,SOUTH
O00488,C0016,2026-05-21 08:59:23,SHIPPED,WEST
O00489,C0320,2026-07-02 02:46:12,RETURNED,WEST
O00490,C0714,2026-03-07 17:13:33,PLACED,NORTH
O00491,C0769,2026-03-03 08:49:07,PLACED,WEST
O00492,C0074,2026-02-13 21:49:54,DELIVERED,SOUTH
O00493,C0257,2026-05-12 04:33:33,DELIVERED,NORTH
O00494,C0787,2025-08-30 08:59:41,DELIVERED,WEST
O00495,C0254,2025-06-19 00:40:37,SHIPPED,NORTH
O00496,C0534,2026-06-20 07:17:12,RETURNED,WEST
O00497,C0399,2025-12-12 07:00:19,RETURNED,EAST
O00498,C0163,2026-03-18 04:36:02,DELIVERED,CENTRAL
O00499,C0534,2025-04-23 20:52:58,SHIPPED,EAST
O00500,C0204,2026-01-26 23:25:11,CANCELLED,SOUTH
O00501,C0116,2024-12-31 06:43:19,DELIVERED,EAST
O00502,C0016,2025-09-09 23:49:23,DELIVERED,CENTRAL
O00503,C0123,2026-05-17 17:12:02,DELIVERED,NORTH
O00504,C0044,2026-03-29 08:03:38,DELIVERED,WEST
O00505,C0705,2026-05-08 13:06:04,SHIPPED,NORTH
O00506,C0255,2025-10-13 05:51:22,DELIVERED,CENTRAL
O00507,C0347,2026-05-24 13:18:40,PLACED,EAST
O00508,C0661,2026-02-27 21:18:42,DELIVERED,NORTH
O00509,C0129,2026-03-18 22:03:01,SHIPPED,CENTRAL
O00510,C0661,2026-06-24 22:27:57,SHIPPED,WEST
O00511,C0751,2026-01-24 22:34:01,PLACED,WEST
O00512,C0367,2026-01-16 15:46:44,PLACED,NORTH
O00513,C0497,2026-04-07 20:27:46,DELIVERED,EAST
O00514,C0556,2026-05-06 07:59:18,SHIPPED,SOUTH
O00515,C0557,2025-03-28 00:56:21,SHIPPED,WEST
O00516,C0282,2026-04-28 03:15:16,PLACED,SOUTH
O00517,C0461,2026-05-29 09:56:04,DELIVERED,CENTRAL
O00518,C0376,2025-12-06 16:38:44,PLACED,CENTRAL
O00519,C0389,2026-06-20 20:22:17,SHIPPED,NORTH
O00520,C0635,2025-08-17 18:51:12,DELIVERED,SOUTH
O00521,C0329,2026-01-12 00:28:50,PLACED,CENTRAL
O00522,C0397,2025-12-23 17:42:41,DELIVERED,WEST
O00523,C0785,2026-06-01 13:00:47,SHIPPED,EAST
O00524,C0331,2026-03-17 07:18:36,DELIVERED,NORTH
O00525,C0099,2026-04-08 09:09:53,DELIVERED,NORTH
O00526,C0133,2025-08-26 09:02:03,CANCELLED,SOUTH
O00527,C0110,2026-03-19 23:57:28,SHIPPED,NORTH
O00528,C0585,2025-11-11 11:07:05,DELIVERED,WEST
O00529,C0539,2025-12-01 19:02:24,PLACED,SOUTH
O00530,C0621,2025-05-28 01:11:11,PLACED,SOUTH
O00531,C0672,2026-02-20 16:27:44,CANCELLED,NORTH
O00532,NULL,2026-03-15 04:05:38,DELIVERED,EAST
O00533,C0572,2026-04-25 11:25:26,RETURNED,WEST
O00534,C0378,2026-03-09 21:53:06,DELIVERED,CENTRAL
O00535,C0273,2026-04-20 17:24:56,PLACED,NORTH
O00536,C0312,2025-07-30 12:49:14,RETURNED,CENTRAL
O00537,C0100,2025-03-13 14:58:22,DELIVERED,CENTRAL
O00538,C0395,2025-08-13 03:47:53,SHIPPED,SOUTH
O00539,NULL,2025-10-29 16:54:13,RETURNED,CENTRAL
O00540,C0768,2026-06-23 04:33:51,DELIVERED,NORTH
O00541,C0785,2026-06-10 00:06:08,DELIVERED,WEST
O00542,C0720,2026-06-08 04:15:14,DELIVERED,NORTH
O00543,C0171,2026-04-04 00:42:31,DELIVERED,CENTRAL
O00544,C0346,2026-05-10 17:16:57,SHIPPED,CENTRAL
O00545,C0454,2026-04-10 09:56:57,CANCELLED,CENTRAL
O00546,C0333,2025-09-13 17:21:14,DELIVERED,WEST
O00547,C0744,2025-12-03 05:33:43,DELIVERED,CENTRAL
O00548,C0559,2025-01-06 03:54:34,DELIVERED,CENTRAL
O00549,C0763,2025-01-14 08:33:52,DELIVERED,WEST
O00550,C0459,2025-05-05 10:18:16,PLACED,NORTH
O00551,C0292,2026-04-04 08:54:43,PLACED,SOUTH
O00552,C0310,2025-08-04 13:13:33,SHIPPED,SOUTH
O00553,C0220,2025-08-28 14:14:55,PLACED,EAST
O00554,C0567,2026-05-15 02:47:28,DELIVERED,CENTRAL
O00555,C0159,2025-12-14 14:49:11,PLACED,EAST
O00556,C0160,2025-11-18 18:03:28,SHIPPED,CENTRAL
O00557,C0256,2025-10-02 11:39:46,SHIPPED,EAST
O00558,C0095,2026-05-26 06:23:23,DELIVERED,SOUTH
O00559,C0752,2024-09-18 23:08:29,DELIVERED,WEST
O00560,C0178,2025-09-07 06:07:54,DELIVERED,CENTRAL
O00561,C0098,2026-05-17 07:56:02,PLACED,CENTRAL
O00562,C0391,2024-08-30 22:55:28,DELIVERED,EAST
O00563,C0357,2026-01-22 08:01:14,DELIVERED,NORTH
O00564,C0789,2024-12-24 02:19:25,DELIVERED,CENTRAL
O00565,C0012,2025-11-05 08:30:43,DELIVERED,WEST
O00566,C0056,2025-02-22 17:34:27,DELIVERED,EAST
O00567,C0553,2025-10-04 18:44:22,PLACED,CENTRAL
O00568,C0715,2025-11-08 17:58:43,SHIPPED,WEST
O00569,C0457,2026-02-05 17:57:30,DELIVERED,CENTRAL
O00570,C0093,2026-01-16 05:59:17,DELIVERED,WEST
O00571,C0152,2025-02-13 16:10:56,SHIPPED,WEST
O00572,C0586,2026-05-10 10:50:22,PLACED,WEST
O00573,C0269,2025-05-07 01:59:14,DELIVERED,WEST
O00574,C0793,2025-08-09 06:22:09,DELIVERED,WEST
O00575,C0573,2024-12-01 21:00:38,DELIVERED,CENTRAL
O00576,C0201,2026-02-24 22:27:40,DELIVERED,CENTRAL
O00577,C0253,2025-10-18 05:04:50,PLACED,WEST
O00578,C0332,2026-03-31 20:26:27,CANCELLED,NORTH
O00579,C0116,2025-12-04 18:16:55,DELIVERED,EAST
O00580,C0357,2025-07-16 22:59:10,SHIPPED,CENTRAL
O00581,C0672,2025-02-22 19:14:52,DELIVERED,SOUTH
O00582,C0359,2026-04-08 11:23:37,DELIVERED,WEST
O00583,C0046,2025-09-16 08:33:41,SHIPPED,EAST
O00584,C0160,2026-07-05 21:59:19,CANCELLED,NORTH
O00585,C0758,2026-02-19 14:09:56,SHIPPED,CENTRAL
O00586,C0152,2025-06-14 10:50:19,PLACED,NORTH
O00587,C0313,2025-09-12 13:45:20,DELIVERED,EAST
O00588,C0215,2026-04-30 09:25:15,DELIVERED,SOUTH
O00589,C0560,2025-08-11 10:22:58,DELIVERED,CENTRAL
O00590,C0495,2026-06-01 23:35:10,DELIVERED,SOUTH
O00591,C0712,2025-06-12 06:47:12,DELIVERED,CENTRAL
O00592,C0045,2025-01-15 10:03:05,SHIPPED,EAST
O00593,C0206,2026-06-05 23:41:54,SHIPPED,WEST
O00594,C0671,2025-11-10 05:40:48,PLACED,EAST
O00595,C0679,2026-06-03 19:58:38,CANCELLED,EAST
O00596,C0111,2026-01-03 16:54:41,SHIPPED,WEST
O00597,C0237,2026-06-27 23:05:53,DELIVERED,NORTH
O00598,C0324,2026-05-27 05:22:43,CANCELLED,CENTRAL
O00599,C0091,2024-11-22 19:04:19,SHIPPED,WEST
O00600,C0575,2026-06-19 16:41:39,PLACED,SOUTH
O00601,C0543,2025-12-29 10:07:49,SHIPPED,WEST
O00602,C0763,2024-10-30 22:47:24,PLACED,EAST
O00603,C0364,2026-06-14 15:09:00,SHIPPED,CENTRAL
O00604,C0283,2026-05-28 07:23:23,PLACED,EAST
O00605,C0397,2025-10-22 10:38:31,RETURNED,EAST
O00606,C0231,01-02-2026 22:01:21,SHIPPED,WEST
O00607,C0673,2025-10-17 07:21:44,PLACED,WEST
O00608,C0534,2026-06-29 14:44:27,DELIVERED,SOUTH
O00609,,2025-09-22 08:19:30,DELIVERED,WEST
O00610,C0320,20-02-2026 18:18:44,DELIVERED,SOUTH
O00611,C0212,2026-06-23 09:29:09,PLACED,CENTRAL
O00612,C0701,2026-06-10 15:25:01,CANCELLED,EAST
O00613,C0706,2026-06-27 22:10:25,CANCELLED,SOUTH
O00614,C0441,2025-05-04 17:50:12,DELIVERED,CENTRAL
O00615,C0162,2025-03-04 14:33:30,PLACED,CENTRAL
O00616,C0737,2025-06-14 22:53:56,SHIPPED,SOUTH
O00617,C0745,2024-07-23 21:36:33,DELIVERED,WEST
O00618,C0422,2026-03-02 21:42:16,DELIVERED,EAST
O00619,C0156,2026-01-13 23:40:05,PLACED,SOUTH
O00620,C0027,2025-12-11 06:40:46,DELIVERED,CENTRAL
O00621,C0237,2026-06-13 13:01:28,SHIPPED,NORTH
O00622,C0368,2026-05-23 17:11:28,DELIVERED,WEST
O00623,C0138,2025-07-26 04:00:32,DELIVERED,WEST
O00624,C0730,2026-06-28 03:12:31,DELIVERED,WEST
O00625,C0504,2025-07-04 01:08:48,PLACED,SOUTH
O00626,C0232,2026-05-09 03:06:01,DELIVERED,NORTH
O00627,C0277,2026-04-19 19:41:55,SHIPPED,SOUTH
O00628,C0776,2025-03-03 21:18:50,PLACED,WEST
O00629,C0632,2026-06-16 18:49:29,DELIVERED,WEST
O00630,C0253,2026-03-11 02:12:56,DELIVERED,NORTH
O00631,C0623,2026-01-23 03:34:40,DELIVERED,EAST
O00632,C0404,2026-05-16 11:38:18,RETURNED,CENTRAL
O00633,C0609,2026-06-07 10:44:07,DELIVERED,NORTH
O00634,C0534,2025-04-13 21:48:12,DELIVERED,NORTH
O00635,C0252,2025-08-07 21:19:05,DELIVERED,NORTH
O00636,C0572,2025-07-22 21:37:09,DELIVERED,NORTH
O00637,C0195,2026-06-12 03:14:54,DELIVERED,EAST
O00638,C0793,2025-12-08 01:50:03,DELIVERED,WEST
O00639,C0302,2026-03-22 05:39:04,CANCELLED,CENTRAL
O00640,C0146,2026-04-26 00:52:08,DELIVERED,WEST
O00641,C0093,2026-05-04 10:28:07,PLACED,CENTRAL
O00642,C0713,2026-04-16 02:26:30,PLACED,WEST
O00643,C0332,2025-10-01 05:07:17,PLACED,WEST
O00644,C0605,2025-10-24 20:17:07,CANCELLED,NORTH
O00645,C0257,19-04-2026 20:35:45,DELIVERED,SOUTH
O00646,C0736,2025-11-28 23:30:56,PLACED,WEST
O00647,C0650,2025-09-23 21:45:18,PLACED,WEST
O00648,C0745,2026-03-07 10:33:00,RETURNED,CENTRAL
O00649,NULL,2026-02-27 01:32:26,DELIVERED,NORTH
O00650,C0787,2025-06-30 17:31:36,CANCELLED,CENTRAL
O00651,C0676,2026-05-02 01:22:50,SHIPPED,SOUTH
O00652,C0184,2026-06-25 01:31:38,PLACED,EAST
O00653,C0317,2026-05-26 18:48:01,DELIVERED,WEST
O00654,C0296,2025-12-15 13:55:39,SHIPPED,SOUTH
O00655,C0208,2024-12-11 17:51:28,DELIVERED,EAST
O00656,C0013,15-06-2026 02:51:33,DELIVERED,WEST
O00657,C0557,2026-03-20 04:02:38,PLACED,WEST
O00658,C0244,2025-09-21 05:24:38,DELIVERED,WEST
O00659,C0465,2026-06-15 21:51:39,DELIVERED,CENTRAL
O00660,C0615,2024-07-06 02:31:48,SHIPPED,CENTRAL
O00661,C0285,2026-06-27 08:19:08,DELIVERED,SOUTH
O00662,C0051,2025-11-29 18:50:00,PLACED,EAST
O00663,C0038,2025-05-04 21:58:31,CANCELLED,CENTRAL
O00664,,2026-02-26 21:40:36,SHIPPED,NORTH
O00665,C0051,2025-10-31 06:54:23,DELIVERED,SOUTH
O00666,C0166,2026-03-01 10:37:07,DELIVERED,CENTRAL
O00667,C0587,2026-03-04 12:28:37,DELIVERED,WEST
O00668,C0768,2026-06-25 05:05:21,DELIVERED,NORTH
O00669,C0096,2026-04-22 02:48:48,SHIPPED,WEST
O00670,C0070,2026-04-21 02:23:00,DELIVERED,CENTRAL
O00671,C0067,2026-02-19 17:23:55,DELIVERED,NORTH
O00672,C0712,2025-12-28 03:31:56,SHIPPED,WEST
O00673,C0538,2024-12-10 23:48:04,DELIVERED,CENTRAL
O00674,C0060,2025-05-09 21:32:28,DELIVERED,CENTRAL
O00675,C0090,2025-12-24 16:07:53,DELIVERED,CENTRAL
O00676,C0724,2025-07-28 01:33:33,DELIVERED,EAST
O00677,C0266,2026-05-19 00:30:02,DELIVERED,CENTRAL
O00678,C0363,2026-06-30 00:37:27,PLACED,CENTRAL
O00679,C0509,2025-09-15 16:01:05,DELIVERED,WEST
O00680,C0505,2026-01-07 20:51:24,CANCELLED,SOUTH
O00681,C0726,2025-11-07 15:05:23,RETURNED,NORTH
O00682,C0122,2025-10-23 07:34:23,DELIVERED,NORTH
O00683,C0756,2025-07-01 00:55:36,DELIVERED,WEST
O00684,C0424,2025-08-23 16:01:04,SHIPPED,CENTRAL
O00685,C0653,2025-11-19 22:15:57,PLACED,SOUTH
O00686,C0707,2025-05-28 17:54:08,SHIPPED,NORTH
O00687,C0316,2025-12-24 05:41:57,DELIVERED,EAST
O00688,C0786,2024-07-05 18:17:42,PLACED,EAST
O00689,C0350,2026-06-13 05:25:51,DELIVERED,CENTRAL
O00690,C0030,2026-04-25 06:24:05,SHIPPED,EAST
O00691,C0347,2026-06-30 07:48:16,DELIVERED,WEST
O00692,C0037,2026-06-18 16:28:43,PLACED,SOUTH
O00693,C0643,2025-06-23 18:32:26,CANCELLED,CENTRAL
O00694,C0344,2025-10-03 05:04:01,DELIVERED,WEST
O00695,C0761,2025-12-18 18:09:55,DELIVERED,EAST
O00696,C0579,2026-01-15 02:18:40,DELIVERED,CENTRAL
O00697,C0549,2025-05-30 12:56:12,SHIPPED,EAST
O00698,C0363,2026-01-13 20:34:30,RETURNED,EAST
O00699,C0032,2025-07-29 10:15:33,RETURNED,CENTRAL
O00700,C0170,2026-04-01 11:52:09,DELIVERED,SOUTH
O00701,NULL,2024-11-16 18:08:30,CANCELLED,EAST
O00702,C0723,2026-06-26 06:51:51,SHIPPED,NORTH
O00703,C0279,2026-04-18 11:05:16,PLACED,SOUTH
O00704,C0381,2026-04-10 18:02:10,DELIVERED,EAST
O00705,C0222,2025-11-09 20:34:52,SHIPPED,NORTH
O00706,C0384,2025-05-07 01:05:38,DELIVERED,NORTH
O00707,C0455,2026-06-17 03:03:11,PLACED,WEST
O00708,C0513,2025-05-12 16:13:04,SHIPPED,WEST
O00709,C0751,2026-06-02 08:33:58,SHIPPED,EAST
O00710,C0147,2026-02-18 16:10:22,CANCELLED,CENTRAL
O00711,C0693,2024-10-12 02:01:37,SHIPPED,NORTH
O00712,C0471,2026-05-30 15:08:45,DELIVERED,CENTRAL
O00713,,2025-01-15 04:36:48,SHIPPED,NORTH
O00714,C0704,2026-06-09 18:10:39,DELIVERED,NORTH
O00715,C0342,2025-07-10 15:11:51,CANCELLED,NORTH
O00716,NULL,2026-06-14 20:21:26,DELIVERED,NORTH
O00717,C0592,2026-05-17 03:20:58,SHIPPED,SOUTH
O00718,C0329,2024-12-03 18:37:32,SHIPPED,EAST
O00719,C0546,25-01-2026 21:22:59,DELIVERED,NORTH
O00720,C0280,2025-10-27 23:46:12,SHIPPED,NORTH
O00721,C0016,2026-06-06 06:47:07,PLACED,CENTRAL
O00722,C0359,2026-06-30 16:55:05,SHIPPED,SOUTH
O00723,C0722,2026-06-26 01:27:44,SHIPPED,SOUTH
O00724,C0176,2025-03-01 08:03:48,SHIPPED,EAST
O00725,C0554,2025-06-10 14:11:29,PLACED,NORTH
O00726,C0483,2026-03-26 16:09:25,PLACED,WEST
O00727,NULL,2024-09-05 21:23:07,DELIVERED,SOUTH
O00728,C0722,2026-06-05 21:03:48,CANCELLED,WEST
O00729,C0632,2026-06-10 06:19:56,SHIPPED,SOUTH
O00730,C0731,2026-05-26 12:49:26,DELIVERED,CENTRAL
O00731,C0081,2026-06-12 00:04:09,DELIVERED,CENTRAL
O00732,C0135,2025-07-16 04:04:58,DELIVERED,WEST
O00733,C0100,2025-12-13 20:42:16,SHIPPED,WEST
O00734,C0482,2025-10-19 23:05:35,RETURNED,SOUTH
O00735,C0632,2026-06-05 12:39:11,CANCELLED,WEST
O00736,C0188,2026-03-25 09:45:42,CANCELLED,EAST
O00737,C0333,2025-11-16 01:48:31,DELIVERED,NORTH
O00738,C0487,2025-09-26 20:11:01,DELIVERED,WEST
O00739,C0175,2025-11-25 14:49:45,DELIVERED,CENTRAL
O00740,C0589,2024-10-07 22:47:46,DELIVERED,WEST
O00741,C0732,2026-03-11 20:38:29,PLACED,CENTRAL
O00742,C0666,2026-05-15 21:15:53,DELIVERED,CENTRAL
O00743,C0473,2026-02-12 15:52:49,DELIVERED,SOUTH
O00744,C0636,2025-01-06 06:43:50,DELIVERED,WEST
O00745,C0394,2026-01-20 19:51:41,SHIPPED,CENTRAL
O00746,C0442,2026-05-30 14:20:09,RETURNED,CENTRAL
O00747,C0351,2026-04-13 22:43:00,DELIVERED,SOUTH
O00748,C0679,2026-01-13 02:20:44,PLACED,CENTRAL
O00749,C0499,2026-03-08 04:46:59,DELIVERED,WEST
O00750,C0334,2025-10-03 03:35:05,PLACED,WEST
O00751,C0181,2026-02-03 06:12:07,RETURNED,NORTH
O00752,C0613,2026-01-29 05:34:24,DELIVERED,CENTRAL
O00753,C0790,27-06-2026 18:55:35,SHIPPED,NORTH
O00754,C0093,14-01-2026 12:17:19,DELIVERED,CENTRAL
O00755,C0774,2025-11-07 02:22:30,DELIVERED,SOUTH
O00756,C0677,2026-04-26 11:41:58,DELIVERED,EAST
O00757,C0400,2026-07-09 03:05:48,DELIVERED,SOUTH
O00758,C0211,2026-04-06 22:54:16,SHIPPED,EAST
O00759,C0446,2026-06-01 09:08:58,RETURNED,EAST
O00760,C0092,2026-04-02 07:24:32,PLACED,CENTRAL
O00761,C0414,2026-04-20 18:27:09,CANCELLED,NORTH
O00762,C0379,2026-01-12 07:57:37,RETURNED,NORTH
O00763,C0721,2026-06-03 11:51:37,DELIVERED,EAST
O00764,C0113,2025-08-26 04:45:41,CANCELLED,SOUTH
O00765,C0443,2026-05-07 17:10:56,DELIVERED,EAST
O00766,C0729,2025-10-07 07:42:56,DELIVERED,WEST
O00767,C0559,2025-01-04 01:21:10,DELIVERED,WEST
O00768,C0143,2024-11-24 04:48:09,DELIVERED,EAST
O00769,C0428,2025-08-19 21:52:31,SHIPPED,SOUTH
O00770,C0138,2024-07-10 00:17:27,PLACED,NORTH
O00771,C0148,2026-01-12 06:44:16,CANCELLED,WEST
O00772,C0140,2024-09-04 18:14:27,PLACED,WEST
O00773,C0467,2026-05-26 01:35:04,DELIVERED,CENTRAL
O00774,,2026-01-26 02:11:37,SHIPPED,CENTRAL
O00775,C0435,2026-02-10 18:57:30,DELIVERED,WEST
O00776,C0364,2025-08-08 08:06:56,SHIPPED,CENTRAL
O00777,C0008,2025-09-22 21:33:16,DELIVERED,SOUTH
O00778,C0730,2026-05-30 10:13:32,SHIPPED,CENTRAL
O00779,C0591,12-04-2025 00:49:01,PLACED,NORTH
O00780,C0582,2026-06-24 20:11:33,DELIVERED,NORTH
O00781,C0595,2026-06-17 09:01:35,RETURNED,NORTH
O00782,C0146,2026-05-20 10:28:43,RETURNED,EAST
O00783,C0477,2026-03-27 18:19:08,PLACED,CENTRAL
O00784,C0091,2025-01-07 11:26:34,DELIVERED,NORTH
O00785,C0701,2026-06-21 08:10:37,DELIVERED,EAST
O00786,C0548,2026-07-08 08:23:55,PLACED,WEST
O00787,C0525,2026-06-26 13:23:26,DELIVERED,EAST
O00788,C0432,2025-09-03 02:48:13,RETURNED,EAST
O00789,C0297,2025-08-31 01:17:21,PLACED,CENTRAL
O00790,C0768,2026-05-29 12:32:11,DELIVERED,CENTRAL
O00791,C0267,2026-05-28 23:33:24,DELIVERED,CENTRAL
O00792,C0174,04-07-2026 11:26:31,PLACED,EAST
O00793,C0756,2026-05-20 22:06:45,PLACED,WEST
O00794,C0085,2025-01-03 12:07:15,DELIVERED,EAST
O00795,C0259,2025-08-29 22:42:05,DELIVERED,EAST
O00796,C0264,2024-08-28 00:45:47,DELIVERED,CENTRAL
O00797,NULL,2026-07-01 19:41:50,DELIVERED,WEST
O00798,C0379,2025-03-28 05:40:52,SHIPPED,SOUTH
O00799,C0497,23-02-2025 10:31:39,DELIVERED,NORTH
O00800,C0352,2024-09-04 13:21:26,RETURNED,CENTRAL
O00801,C0158,2026-06-21 07:17:11,DELIVERED,WEST
O00802,C0789,2025-04-24 14:45:01,SHIPPED,WEST
O00803,C0744,2025-08-03 22:23:09,SHIPPED,EAST
O00804,C0056,2025-11-11 20:36:52,SHIPPED,NORTH
O00805,C0054,2025-06-26 04:17:52,DELIVERED,WEST
O00806,C0309,2026-06-25 05:46:50,DELIVERED,CENTRAL
O00807,C0240,2026-04-02 17:59:59,DELIVERED,WEST
O00808,C0486,2026-06-13 11:57:39,PLACED,WEST
O00809,C0013,2026-04-10 03:44:18,CANCELLED,WEST
O00810,C0392,2025-12-10 00:02:01,SHIPPED,CENTRAL
O00811,C0700,2024-08-01 20:37:25,PLACED,CENTRAL
O00812,C0653,2026-03-09 19:50:01,RETURNED,WEST
O00813,C0626,2026-06-14 01:32:36,DELIVERED,EAST
O00814,C0344,2025-05-06 23:14:38,SHIPPED,NORTH
O00815,C0262,2026-05-02 05:50:34,DELIVERED,WEST
O00816,C0792,07-12-2025 12:20:19,DELIVERED,CENTRAL
O00817,C0789,2024-11-29 09:40:41,DELIVERED,SOUTH
O00818,C0321,2026-04-19 08:14:16,PLACED,NORTH
O00819,C0070,2024-09-18 06:58:36,DELIVERED,CENTRAL
O00820,C0107,2026-06-14 13:19:47,DELIVERED,SOUTH
O00821,C0743,2025-09-22 01:02:21,SHIPPED,NORTH
O00822,C0025,2025-06-18 09:54:35,PLACED,CENTRAL
O00823,C0673,2025-11-17 04:57:10,RETURNED,NORTH
O00824,C0726,2025-06-28 04:32:07,PLACED,CENTRAL
O00825,C0134,2026-04-30 00:11:11,DELIVERED,CENTRAL
O00826,C0190,2026-01-26 01:09:03,DELIVERED,EAST
O00827,C0302,2025-11-28 16:40:58,DELIVERED,NORTH
O00828,C0655,2025-06-18 04:48:15,CANCELLED,EAST
O00829,C0788,2025-07-12 15:32:50,DELIVERED,EAST
O00830,C0264,2024-12-20 19:15:56,DELIVERED,EAST
O00831,C0796,2024-12-14 10:59:06,DELIVERED,EAST
O00832,C0062,2025-09-02 13:54:59,RETURNED,EAST
O00833,,2026-06-01 18:36:49,PLACED,SOUTH
O00834,C0625,2025-05-01 23:14:11,SHIPPED,WEST
O00835,C0112,2025-04-04 17:58:46,DELIVERED,WEST
O00836,C0224,2026-06-10 10:34:50,DELIVERED,WEST
O00837,C0733,2025-01-18 04:02:24,PLACED,NORTH
O00838,C0073,2026-04-21 22:39:31,DELIVERED,WEST
O00839,C0020,2025-09-15 13:49:34,PLACED,NORTH
O00840,C0039,2026-03-31 15:34:22,SHIPPED,EAST
O00841,C0401,2026-06-13 14:01:03,PLACED,WEST
O00842,C0490,2025-10-03 16:42:14,DELIVERED,NORTH
O00843,C0554,2024-12-23 10:05:25,PLACED,WEST
O00844,C0125,2026-06-15 07:05:46,DELIVERED,EAST
O00845,C0342,2025-12-24 14:20:21,SHIPPED,NORTH
O00846,C0648,2025-12-16 05:04:38,DELIVERED,EAST
O00847,C0083,2026-04-17 00:17:54,DELIVERED,EAST
O00848,C0664,2024-12-05 18:26:24,SHIPPED,NORTH
O00849,C0394,2026-05-16 07:14:38,SHIPPED,WEST
O00850,C0110,2025-12-12 01:06:45,DELIVERED,WEST
